,Unnamed: 0,textOriginal,authorDisplayName,Prabowo,Ganjar,Anies,preprocessed
801,801,"Jujur Pak.Anis logis dlm penjelasannya dan ganjar muter"" selau mencari analogi untuk menutupi sebuah kesalahan yg nyata seperti pembahasan demokrasi di Indonesia..
Anis is the best..",Abyan Pranata,,negatif,positif,jujur pak anis logis dlm jelas ganjar muter  selau cari analogi tutup salah yg nyata bahas demokrasi indonesia  anis is the best 
802,802,Ganjaran Pranowo the best 👍👍,Malca Winona,,positif,,ganjar pranowo the best 
803,803,Pak anis cerdas pak prabowo tegas...seandainy mereka berkaborasi...dr kalangan akademis+militer...klau pak ganjar maaf aq ga paham kya muter2 jawabNYa...klau kaya gini aku jadi galau pilih antara pak anis ato pak probawo...pilih 22nya boleh ga sich...,Fitri Lestari,positif,negatif,positif,pak anis cerdas prabowo  seandainy berkaborasi  dr kalang akademis militer  klau ganjar maaf aq ga paham kya muter jawab  klau kaya gin galau pilih anis ato probawo  pilih nya ga sich 
804,804,Pak Anies lah yang paling paham dalam mengelola tatanan negara bergeraka mulai dari bawah..,Irya Marewo,,,positif,pak anies paham kelola tatanan negara bergeraka 
805,805,"PRABOWO YESS 2024❤️❤️❤️❤️❤️❤️❤️❤️❤️

DARI 3 KANDIDAT DIATAS...
GAGASAN YG JELAS DAN PROGRES UNTUK KEMAJUAN RAKYAT DAN BANGSA HANYALAH PRABOWO SUBIANTO 🔥🔥🔥🔥🔥🔥",ERLANGGA KIDS_OFFICIAL,positif,,,prabowo yess  dari kandidat atas  gagas yg jelas dan progres untuk maju rakyat dan bangsa hanya prabowo subianto 
806,806,Prabowo presiden kuu,Midu Hamirun,positif,,,prabowo presiden kuu
807,807,"Selama ini dukung pak prabowo, tapi speechless lihat jawaban2 dari pak Anies smart👏🏼",Roger17,,,positif,lama dukung prabowo  speechless lihat anies smart
808,808,"Keadilan fersi anis kyk d dki,, korupsi yg d bagi2 adil/rata jdi g ada yg iri... Slma anis menjabat mafia2 korupsi mkin meraja lela+d biarkan j.",diran tj,,,negatif,adil fersi anis kyk d dki   korupsi yg d adil rata jdi g yg iri  slma anis jabat mafia korupsi mkin raja lela d biar j 
809,809,Klo presidenya jangan macam 2😂hidup prabowo🎉🎉,Momy RAIL,positif,,,klo presidenya hidup prabowo
810,810,Doa saya semoga pak prabowo jadi presiden 2024 dan membuat indonesia semakin lebih baik,sri K retnowati,positif,,,doa moga prabowo presiden indonesia
811,811,"Maaf pak prabowo, slide nya kayak buatan guru smk",Fajar Gumilang Arya Yoga,negatf,,,maaf prabowo  slide nya kayak buat guru smk
812,812,Apa karena saya yg bodoh. Sehingga sulit menangkap apa yg di bicarakan pak Ganjar 😢,Echa_Esha,,negatif,,apa yg bodoh  sehingga sulit tangkap yg bicara ganjar 
813,813,Masya Allah Tabarakallah pak anies ❤,Rizky Dhira,,,positif,masya allah tabarakallah anies 
814,814,"Mbak Najwa, kalau saya amati dari ketiga Capres, 1 pak Ganjar cukup bermasyarakat, ramah, suka blusukan seperti pak Jokowi tapi menurut saya tidak cukup untuk menjadi seorang presiden, 2. Pak Prabowo saya suka karena tegas, berani, patriot tapi menurut saya tidak cukup untuk memimpin Negeri ini karena 1. Pak Prabowo sudah  tua, secara fisik maupun pola fikir sudah beda dengan yang muda, dari kesehatan juga kurang ini penting bagaimana bisa mengatur negara dengan baik kalau fisik kurang sehat, tidak punya istri, jadi siapa yang jadi ibu Negara jadi menurut saya dari ketiga capres ya pak Anies lah yang paling pas cocok untuk memimpin Negeri ini, orangnya pintar, sabar, santun, bijaksana, akademis, rekam jejaknya juga bagus",SUNARYO YO YOK 64,negatif,negatif,positif,mbak najwa  amat tiga capres  ganjar masyarakat  ramah  suka blusukan jokowi presiden   pak prabowo suka  berani  patriot pimpin negeri  pak prabowo tua  fisik pola fikir beda muda  sehat atur negara fisik sehat  istri  negara tiga capres ya anies pas cocok pimpin negeri  orang pintar  sabar  santun  bijaksana  akademis  rekam jejak bagus
815,815,Pak Prabowo lucu dan keren andai saja programnya bukan kelanjutan pastii 100 persen menang mutlak,Nawer Rumbiaa rumbia,positif,,,pak prabowo lucu keren andai program lanjut pasti persen menang mutlak
816,816,PRABOWO  PRESIDEN  2024.  JIWA  NKRI...❤❤❤❤❤❤❤❤,DEN15,positif,,,prabowo presiden  jiwa nkri  
817,817,"Dari awal saya tonton .Anies,ganjar dan prabowo..dan sampai habis...setelah itu saya ulang lg  ..ternyata saya mengambil kesimpulan Anies berbicara lebih pintar dan santun..1.anies tidak menggunakan data atau slide,karna mungkin sudah di dalam otak nya.2.berbicara nya santai tapi jelas mudah di fahami,tidak menggebu gebu,dan dgn emosi..3...nah 3 ini yg paling saya suka,sangat santun,beliau berbicara selalu menggunakan kata KAMI,bukan saya....I LOVE YOU pak anies..",like And Subcreber,,,positif,dari tonton anies  ganjar prabowo  habis  ulang lg  ambil simpul anies bicara pintar santun  anies data slide  karna otak nya  bicara nya santai mudah fahami  gebu gebu  dgn emosi  yg suka  santun  beliau bicara kami   i love you anies 
818,818,PAK GANJAR JUARA 🎉🎉🎉,Rendy Avian Andriano,,positif,,pak ganjar juara 
819,819,Disini keliatan kualitas pak anies di atas para pesaingnya dan dari sini kita bisa menilai siapa yg layak untuk jadi RI 1.,Hendra Setyawan,,,positif,sini liat kualitas anies saing nilai yg layak ri 
820,820,"Saya Dukung Anies..jikalaupun kalah,semoga Prabowo yg menang...
Satunya,,,,nggak deh 🙏",Syafiq Putra Jaya,positif,,positif,saya dukung anies  jikalau kalah  moga prabowo yg menang  satu    nggak deh 
821,821,Pak Anies 🙏🏽,wahyu abimanyu,,,positif,pak anies 
822,822,Anies for presiden,Rezhy,,,positif,anies for presiden
823,823,"Anies baswedan terbaik , gagasanya sangat logis dan sesuai dgn keresahan sebagian besar rakyat indonesia",Artsya Mural,,,positif,anies baswedan baik  gagasanya logis sesuai dgn resah rakyat indonesia
824,824,"Ganjar dan prabowo keren…. Fakta, data akurat, dan jenius",rezky marimpola,positif,positif,,ganjar prabowo keren  fakta  data akurat  jenius
825,825,Ganjar tiada tandinganya... The best ganjar,Ujang Asep,,positif,,ganjar tiada tandinganya  the best ganjar
826,826,"Janji di Kase banyak, pada Akhirnya tdk satupun yg laksanakan,   kampanye Prabowo sama persis dgn Jokowi , ujung ujungnya bohong semua",S. Muhsin Alhasni,negatif,,,janji kase  akhir tdk satu yg laksana  kampanye prabowo persis dgn jokowi  ujung ujung bohong
827,827,"pak ganjar lain yg di tanya lain pula di jawab, malah curhat 🤣🤣🤣🤣🤣🤣",akun baru23,,negatif,,ganjar yg  curhat 
828,828,"terharu banget pak anis masih mikirin beasiswa buat kita2 kaum keluarga menengah yang kuliah, atau akan berkuliah...",Ornalis,,,positif,haru banget anis mikirin beasiswa kaum keluarga tengah kuliah  kuliah 
829,829,Refleksi kehidupan beliau Jendral Prabowo Subianto walau hanya dengan hormat didepan kaca tetapi maknanya sangat dalam.. bismillah mengabdi untuk negeri ini tercinta Pak..,arie setiawan,positif,,,refleksi hidup beliau jendral prabowo subianto hormat depan kaca makna  bismillah abdi negeri cinta pak 
830,830,Pak ganjar hanya Memperbagus diri sendiri terus jawabannya malah muter muter,Ade Irfansyah,,negatif,,pak ganjar bagus jawab muter muter
831,831,"Anis. Lem aibon 83 M. Pulpen 125 M apakabar?
Ganjar. Kendeng apakabar?
Prabowo. Bingung saya sama penjelasanya!",bisron,negatif,negatif,negatif,anis  lem aibon m pulpen m apakabar  ganjar  kendeng apakabar  prabowo  bingung jasa 
832,832,Semoga pak anis sukses terus dan bisa membimbing Indonesia,Amuye1204,,,positif,moga anis sukses bimbing indonesia
833,833,Prabowo yang menang,P I,positif,,,prabowo menang
834,834,"Terimakasih pak Anies, saya sebagai penduduk pinggiran Jakarta, sangat merasakan manfaat yang baik dari dibukanya ruang terbuka hijau, yang dibuka saat bapak masih memimpin. Menang atau kalah di 2024 nanti, saya sangat bersyukur Indonesia memiliki orang dari pemerintahan, yang peduli terhadap masyarakatnya seperti bapak.",Afi Izzy,,,positif,terimakasih anies  duduk pinggir jakarta  rasa manfaat buka ruang buka hijau  buka pimpin  menang kalah  syukur indonesia milik orang perintah  peduli masyarakat 
835,835,keren pak Ganjar,lulu tiger,,positif,,keren ganjar
836,836,"Pak anies baswedan dan pak prabowo adalah saingan berat, tetapi dua dua nya hebat maju terus",Moli Cantik,positif,,positif,pak anies baswedan prabowo saing berat  nya hebat maju
837,837,Pak anis luar biasa. Terima kasih mbak najwa syihab semoga sehat selalu,Supartiningsih,,,positif,pak anis  terima kasih mbak najwa syihab moga sehat
838,838,"Anis Luar biasa , semua bisa terjawab dan memuaskan , bacapres yang lain hanya mementingkan ego mereka , bukan gagasan fundamental yang memuaskan , topp pak anis",Ahmad Agil,,,positif,anis luar  jawab muas  bacapres penting ego  gagas fundamental muas  topp anis
839,839,"Hebat sekali Pa Ganjar Pranowo , You are deserve become the next Indonesian President salut pak untuk misi dan visi anda, dan hasil kerja anda selama ini.",Yuni Mara,,positif,,hebat pa ganjar pranowo  you are deserve become the next indonesian president salut misi visi  hasil kerja 
840,840,"Tetep prabowo.
Indonesia orsorsing metajalela di pimpin dr pdip",Wasis Efendi,positif,,,tetep prabowo  indonesia orsorsing metajalela pimpin dr pdip
841,841,Ketika pak anies diminta  merepleksikan diri tampak ada keraguan tuk memulai alias tdk lugas dan apa yg dilakukan tdk nyambung malah testimoni diri harusnya tegas dg slogan janji & motivasi perubahan kongkrit,muhamadzikri dinulhaq,,,negatif,ketika anies merepleksikan ragu tuk alias tdk lugas yg tdk nyambung testimoni dg slogan janji  motivasi ubah kongkrit
842,842,Ganjar gak layak jadi presiden,SUDIYAH,,negatif,,ganjar gak layak presiden
843,843,Ganjar cocoknya jadi stnd up comedi,SyamsirTia,,negatif,,ganjar cocok stnd up comedi
844,844,"Terlihat ramai sekali yang menyambut prabowo, all in prabowo 2024",Dimas rizky Firmansyah,positif,,,lihat ramai sambut prabowo  all in prabowo
845,845,hanya pak anies baswedan yang menyampaikan gagasan diluar kepala tanpa membaca enak sekali pembawaan nya jelas tegas saat menjawab diberi contoh dan solusi konkritnya. orang pertama biasanya degdegan ini mah selow santai adem mantap djiwa,ayu Julida,,,positif,anies baswedan gagas luar kepala baca enak bawa nya contoh solusi konkritnya  orang degdegan mah selow santai adem mantap djiwa
846,846,Tim pak anies sekeluarga 🫶🏻,Arlita Azka,,,positif,tim anies keluarga 
847,847,"Anies Keren, Prabowo Luar Biasa",Curse of Ausir,positif,,positif,anies keren  prabowo luar biasa
848,848,"Mungkin ini takdir dr dulu suara yg saya pilih kalah. Mulai dr pilgub smp pilpres. Dan mungkin tahun depan saya pilih pak Anies, dan kemungkinan beliau juga kalah 😢😢😢",Catur Prabowo,,,positif,mungkin takdir dr suara yg pilih kalah  mulai dr pilgub smp pilpres  dan pilih anies  beliau kalah 
849,849,Bp Anies RI 1 Bismillah,Aep Saepudin,,,positif,bp anies ri bismillah
850,850,Terlepas dari itu semua kita sbgai masyarakat harusnya sadar saatnya bangkit Indonesia jgn smpk banteng lagi yg menang 😂prabowo dan ganjar semua partai kebo😅 dan memang juga kenyataannya anis yg paling cerdas,Ghea Yuni,negatif,negatif,positif,lepas sbgai masyarakat sadar bangkit indonesia jgn smpk banteng yg menang prabowo ganjar partai kebo nyata anis yg cerdas
851,851,Ketika pak prabowo mengatakan akan memberikan susu dan makan siang gratis di stiap skolah dan mencukupi gizi ibu hamil ga krasa air mata menetes..,muhammad zidan al alrsyadhi,positif,,,ketika prabowo susu makan siang gratis stiap skolah cukup gizi hamil ga krasa air mata tetes 
852,852,Anis sama seperti waktu calon.jadi gubernur dki ongomong nya manis setiap ngomong bibir nya terus dijilat2 itu tanda pembohong dan omongan asal bunyi fakta tidak ada..😂😂😂,Remundo Siburian,,,negatif,anis calon jadi gubernur dki ongomong nya manis ngomong bibir nya jilat tanda bohong omong bunyi fakta  
853,853,Anis cocok bgt jadi presiden,Apaan Sih Gue,,,positif,anis cocok bgt presiden
854,854,"Ganjar cermin dari jokowi dan kita udah bnyak melihat kwbijakan2 nya yg kadang cuma dilisan sja dan tak da pembuktian dan rekam jejak dimasa jokowi kurang baik banyak kontra dngan masyarakat. 
Tp anis teeliat tidak pernah bermasalah dan insya allah klau pemilih jujur dan adil pak anis lebih layak jdi presiden.",Indra Tanjung,,negatif,positif,ganjar cermin jokowi udah bnyak kwbijakan nya yg kadang lis sja da bukti rekam jejak masa jokowi kontra dngan masyarakat  tp anis teeliat masalah insya allah klau pilih jujur adil anis layak jdi presiden 
855,855,"Pak Prabowo dari dulu masih abu-abu, Aq ngga ngerti tujuan dia mau bawa Indonesia kenarah mana sebab ngga ada konsep",Deprata ONE,negatif,,,pak prabowo abu  aq ngga ngerti tuju bawa indonesia kenarah ngga konsep
856,856,Saya tetap Prabowo,Hadi Putra11,positif,,,saya prabowo
857,857,Keren pak prabowo👏👏,CeritaKu bxybx,positif,,,keren prabowo
858,858,"kalau anis jadi president indonesia pasti kacau balau,yg dia tau air hujan di arahkan ke laut bukan kedarat🤣 aku sih pak ganjar yg udah jelas merakyat😇NTT siap dukung dah",niva breezee The Iconic,,positif,negatif,anis president indonesia kacau balau  yg tau air hujan arah laut darat sih ganjar yg udah rakyat ntt dukung dah
859,859,"tanpa mengurangi rasa hormat saya ke bapak Prabowo , pak prabowo penuh dengan janji 2 sana dengan yg di sampaikan oleh presiden yg sekarang ,pak anis padat dingkat mudah difahami dan cerna",Ardira Camein,negatif,,positif,kurang hormat prabowo  prabowo penuh janji yg presiden yg  anis padat dingkat mudah difahami cerna
860,860,Di jaman sekarang ini banyak perang antar negara taun depan fix saya pilih prabowo karena dia tegas,Bipen Tamang,positif,,,di jaman perang negara taun fix pilih prabowo
861,861,Dari semuanya hanya pak Ganjar yang memaparkan dengan data dan kejujuran berbuat bukan hanya janji manis tapi pengalaman nyata dari apa yang pernah dilakukan. FIX pilih Ganjar !!!!,Syifa Aisy,,positif,,dari ganjar papar data jujur buat janji manis alam nyata  fix pilih ganjar    
862,862,"Pak ganjar ketika ditanya terus menerus soal politik identitas kayak ga enak gitu,kalau saya melihat semacam jengkel karea memang pertanyaanyya begitu dalam😂",Reng Tanih,,negatif,,pak ganjar terus politik identitas kayak ga enak gitu  jengkel karea pertanyaanyya dalam
863,863,"anies keren tapi kemungkinan buat di setirnya itu besar karena dia kekayaannya kecil bet cok buat bacapres di usung sama 3 partai, balikin duid ke ke 3 partai deh pas jadi presiden",Ahmad Dani,,,negatif,anies keren setir kaya bet cok bacapres usung partai  balikin duid partai deh pas presiden
864,864,"Ganjar jadikan untuk kepengurusan desa aja..!gk jadi presiden,klo presiden lingkupnya pak prabowo yg menguasai bangsa ini dan global manca negara",naga gutsu,positif,negatif,,ganjar jadi urus desa aja   gk presiden  klo presiden lingkup prabowo yg kuasa bangsa global manca negara
865,865,asli membosankan prabowo,Ilham FadelM.,negatif,,,asli bosan prabowo
866,866,"Jawaban2 lancar semua kandidat, semoga bisa terealisasikan..
Mantap pak Ganjar",alwistore kotabaru,,positif,,jawab lancar kandidat  moga realisasi  mantap ganjar
867,867,😂😂😂 lelulon ganjarr,Nkayla Bella,,negatif,, lelulon ganjarr
868,868,Saya pilih Prabowo,Hardinal Chaniago,positif,,,saya pilih prabowo
869,869,"Saya suka dengan gagasan Pak Anies, yg paling berani menyampaikan kondisi yg dihadapi rakyat Indonesia saat ini dan yg paling mengena mengenai pemerataan pembangunan yg selama ini hanya terpusat di Pulau Jawa sedangkan pulau2 lainnya seperti dianak tirikan. Semoga Allah melancarkan jalan Pak Anies menuju R1, kami sebagai anak daerah juga ingin melihat pembangunan yg berkeadilan di daerah kami Pak. Pengen pulang kampung tanpa harus khawatir kesempatan kerja daerah yg minim. Padahal sumber daya alam kami banyak yg diambil unt kesejahteraan/pembangunan di Pulau Jawa. Kami juga ingin menikmati. InsyaAllah Amin 2024",Reni Rahmadani,,,positif,saya suka gagas pak anies  yg berani kondisi yg hadap rakyat indonesia yg kena perata bangun yg pusat pulau jawa pulau anak tiri  moga allah lancar jalan pak anies r  anak daerah bangun yg adil daerah pak  ken pulang kampung khawatir sempat kerja daerah yg minim  padahal sumber daya alam yg ambil unt sejahtera bangun pulau jawa  kami nikmat  insyaallah amin
870,870,"Semuanya merupakan calon bakal presiden yang bagus dan hebat, namun saya terpukau dengan refleksi dari pak prabowo, saya sampe meneteskan air mata melihat beliau begitu tegas dan menggelegar ingin indonesia mandiri, maju dan semakin dewasa untuk kedepannya..SEMOGA APA YANG BELIAU INGINKAN TERCAPAI TANPA ATAU DENGAN PAK PRABOWO YANG MENJADI PRESIDEN..Aamiin😇🩶",Channel_AR,positif,,,semua calon presiden bagus hebat  pukau refleksi prabowo  sampe tetes air mata beliau gelegar indonesia mandiri  maju dewasa depan  moga apa yang beliau ingin capai tanpa atau dengan pak prabowo yang jadi presiden  aamiin
871,871,"jawabannya spontan tapi terkonsep, lebih mengarah pada teknis yg akn dilaksanakan. bukan jawaban yg didengarnya spt wacana2 yg teknisny a entah bgmn nanti. hmmmmm makin tau siapa yg sebaiknya kupilih . Semoga Pak Prabowo sehat terus dan panjang umur.",Indriani Klaten,positif,,,jawab spontan konsep  arah teknis yg akn laksana  yg dengar spt wacana yg teknisny a bgmn  hmmmmm tau yg pilih  moga pak prabowo sehat umur 
872,872,Anis ...yes,Muhammad Arsal,,,positif,anis  yes
873,873,Pak anis memang mantap,Pak RT 003,,,positif,pak anis mantap
874,874,GANJAR PRANOWO REKAM JEJAKNYA KELUARGANYA UDAH SANGAT JELAS DAN PRESTASINYA UDAH JELAS NYATA 👍 NGGAK USAH DI POLES2 DNG RETRORIKA OLAH KATA2 NGIBUL 🤣🤣🤣,Eko Hery,,positif,,ganjar pranowo rekam jejak keluarga udah sangat jelas dan prestasi udah jelas nyata  nggak usah di poles dng retrorika olah kata ngibul 
875,875,Kelihatan lah Ganjar menguasai masalah dan potensi kedepan  dg konsep yg lebih konkrit dan mendarat. Bukan retorika mengawang awang,ega official,,positif,,lihat ganjar kuasa potensi depan dg konsep yg konkrit darat  bukan retorika awang awang
876,876,Tetap anis baswedan,Idrus Ubaidillah,,,positif,tetap anis baswedan
877,877,"Pak ganjar, mungkin kata katanya terlalu tinggi sehingga saya tidak bisah memahaminya... 😅",yusriadi prawira,,negatif,,pak ganjar  bisah paham  
878,878,"Kalo bukan di PDIP gua bakalan berpikir ulang deh utk coblos Ganjar, tapi hmm PDIP sih",Devaga Aliardhi,,negatif,,kalo pdip gua pikir ulang deh utk coblos ganjar  hmm pdip sih
879,879,"Anies ganjar maparin visi masa depan, prabowo tantrum & mewek",alien from earth,negatif,positif,positif,anies ganjar maparin visi  prabowo tantrum  mewek
880,880,"Bismillah,pak Anis gagasannya mantap",Amisdar Asdar,,,positif,bismillah  anis gagas mantap
881,881,Hidup pak Prabowo mudah-mudahan diberikan kesehatan dan dapat berbakti untuk bangsa.,Umar Dahlan,positif,,,hidup prabowo mudah sehat bakti bangsa 
882,882,"Bapak Prabowo semangat untuk Indonesia, refleksi yg sempurna 👍🇮🇩",Hobi ternak 441,positif,,,bapak prabowo semangat indonesia  refleksi yg sempurna 
883,883,Prabowo Subianto TDK ada yg lain❤❤❤❤,Asmara Pohan,positif,,,prabowo subianto tdk yg lain
884,884,"PRABOWO KELASSS🔥🔥🔥 BAPAK PERTAHANAN NKRI yang membuat indo sekarang hampir masuk di 10 besar negara terkuat di dunia, karena dia tak ernah gentar ancaman.. 🔥",Rich Kamikaze,positif,,,prabowo kelasss bapak tahan nkri indo masuk negara kuat dunia  ernah gentar ancam  
885,885,PRABOWO PRESIDEN,septy satria hutama putra,positif,,,prabowo presiden
886,886,Ganjar terlihat lebih arogant dan emosional. Dari cara duduknya terlihat kesombongannya juga.,TV Media,,negatif,,ganjar arogant emosional  dari duduk sombong 
887,887,"ALL IN PRABOWO

PRABOWO LOPE❤LOPE❤",ifannya,positif,,,all in prabowo prabowo lope lope
888,888,"Seorang calon presiden tidak mau disetir oleh orang lain, tp menerima masukan dari orang lain saya pikir Prabowo satu satunya orang yg sejauh ini tidak di setir oleh siapapun. Bahkan disetir oleh Koalisinya dahulupun tidak. Berani mengambil sikap meski itu banyak pihak yg akan tidak suka bahkan memusuhi. Hormat untuk pak jenderal Prabowo.",markus sugiarto,positif,,,orang calon presiden setir orang  tp terima masuk orang pikir prabowo satu orang yg setir  bahkan setir koalisi dahulu  berani ambil sikap yg suka musuh  hormat jenderal prabowo 
889,889,"Saya belum bisa memilih karena saya harus mengetahui visi misi dan gagasan nya lebih luas lagi,,, tapi saya salut sama mas anies yaitu pas publik speaking gak ada kata ""eh"" atau ""hm"" atau ""apa namanya"" dll.",NURUL IHSAN,,,positif,saya pilih visi misi gagas nya luas    salut mas anies pas publik speaking gak  eh   hm   nama  dll 
890,890,fyi pak anis maju duluan karna absen pertama yaa guys👌,kevin santanael,,,positif,fyi anis maju duluan karna absen yaa guys
891,891,"anis jangan dilawan kl ngmong g ada boroknya namun ngomong do
ang",much roni,,,negatif,anis lawan kl ngmong g borok ngomong do ang
892,892,"Salut sama pak prabowo, masuk tanpa pengawalan, supaya bisa lebih dekat dan berinteraksi dgn rakyat. 👍",Anggara 6509,positif,,,salut prabowo  masuk awal  interaksi dgn rakyat  
893,893,Semoga pak Anies terpilih amin❤❤❤,Alpais Pais,,,positif,moga anies pilih amin
894,894,"Ganjar ditanya A jawabnya B, plus muter² pula🤮",faisal,,negatif,,ganjar a b  plus muter pula
895,895,Pakai catatan/teks....😅😅😅 KAYA Anies dong gagasan tanpa teks,salman farisi,,,positif,pakai catat teks   kaya anies gagas teks
896,896,"Spill Gagasan pak Ganjar is excellent, very clear by data visual. Bravo pak Ganjar Pranowo👍👍",Eliz 2017,,positif,,spill gagas ganjar is excellent  very clear by data visual  bravo ganjar pranowo
897,897,"Ide dan gagasannya pak anies adlh cerminan masyarakat banyak, suara rakyat yg sebenarnya, bukan misi pribadi atau cita2 pribadi, tp mmng kondisi saat ini perlunya begitu",Muhammad A Hasib,,,positif,ide gagas anies adlh cermin masyarakat  suara rakyat yg  misi pribadi cita pribadi  tp mmng kondisi
898,898,Anies Menang = Kembali nya FPI .,"Rindo""",,,negatif,anies menang  kembali nya fpi 
899,899,"Merinding mendengar refleksi Pak Prabowo, setiap kata yang dikeluarkan membuat saya terharu dan membangkitkan semagat nasionalisme seolah-olah siap maju perang untuk melawan penjajah 🙌. luar biasa sangat memotivasi Pak Prabowo",Ahmad Affandi,positif,,,merinding dengar refleksi pak prabowo  keluar haru bangkit semagat nasionalisme maju perang lawan jajah   motivasi pak prabowo
900,900,Top Anies,Andini Aulia,,,positif,top anies
901,901,Kalau gk prabowo presiden tentu pak anies pilihan rakyat yg ngarti paham,Muhammad Ipul29,positif,,positif,kalau gk prabowo presiden anies pilih rakyat yg ngarti paham
902,902,"INDONESIA butuh sosok Presiden Sprti Pak Prabowo Subianto , yg tegas dan no drama2 👍",Jon Eddi,positif,,,indonesia butuh sosok presiden sprti pak prabowo subianto  yg no drama 
903,903,Jos bnget tahap 1 pak ganjar,denmas nasrulloh,,positif,,jos bnget tahap ganjar
904,904,Bgtu keras dan kukuh pengabdian serta keinginan beliau mnjadikan indonesia menjadi negara yg makmur brvo pak PRABOWO,alkhasani sani,positif,,,bgtu keras kukuh abdi beliau mnjadikan indonesia negara yg makmur brvo prabowo
905,905,"menurut sy skor untuk acara ini saja.  anies=9, ganjar = 7, prabowo =8...refleksi diri pak prabowo unggul skor 9 anies dan ganjar sama skor 7. 
pak anies ini cerdas, cara berpikirnya terstruktur, memiliki konsep yang jelas, , bekerja by sistem tidak mengandalkan otot saja....walaupun itu ideal untuk menjadi pemimpin negeri ini, tapi prediksi saya tetap kecil kemungkinan jadi presiden, karena kebanyakan orang indonesia nggak seperhatian itu dalam memilih presiden...lebih kepada suka atau tidak suka saja.  isinya, idenya, konsepnya itu butuh mikir, yang mikir itu  belum mayoritas...yg mayoritas itu cukup nonton titkok sekian detik, dengerin paparan dalam hitungan puluhan menit apalagi jam jam itu hanya segelintir orang...jadi yang jago sosmed, yang ramah..yang disukai yang dipilih...atau yang tegas karena militer,..orang suka tidak butuh penjelasan...soal pak anis, bahkan ada yang  cuma bilang anies bukan orang jawa, udah nggak mau denger anies ngomong, boro-boro mencari tahu😀    ya semoga siapapun presidenya besuk indonesia lebih baik",Sugeng Santoso,positif,positif,positif,sy skor acara  anies  ganjar   prabowo   refleksi prabowo unggul skor anies ganjar skor  anies cerdas  pikir struktur  milik konsep   by sistem andal otot  ideal pimpin negeri  prediksi presiden  banyak orang indonesia nggak perhati pilih presiden  suka suka  isi  ide  konsep butuh mikir  mikir mayoritas  yg mayoritas nonton titkok sekian detik  dengerin papar hitung puluh menit jam jam gelintir orang  jago sosmed  ramah  suka pilih  militer   orang suka butuh jelas  anis  bilang anies orang jawa  udah nggak denger anies ngomong  boro-boro cari tahu ya moga presidenya besuk indonesia
906,906,"Jujur yang paling tulus untuk negara kayanya cuma Pak prabowo yang lainnya berlomba untuk menjadi orang no 1 di indonesia, tapi sayangnya prabowo sudah tua",Muhamad Ragil Tri Atmaja,positif,,,jujur tulus negara kaya pak prabowo lomba orang no indonesia  sayang prabowo tua
907,907,pilihan plng masuk akal Ganjar,boedi prabowo,,positif,,pilih plng masuk akal ganjar
908,908,"SANGAT TIDAK JELAS GAGASAN DARI GANJAR, BUKAN MEMBERI GAGASAN, TAPI LG PERSENTASE POWERPOINT WKWK",halomat channel,,negatif,,sangat tidak jelas gagas dari ganjar  bukan beri gagas  tapi lg persentase powerpoint wkwk
909,909,hidup prabowo,Muhammad Faqih,positif,,,hidup prabowo
910,910,"Semua capres mungkin niatannya baik, tapi kalo untuk pak prabowo mohon maaf saya meragukan kapabilitasnya setelah coba bandingkan dengan capres lainnya soal gagasannya.",Diki Setiawan,negatif,,,semua capres niat  kalo prabowo mohon maaf ragu kapabilitasnya coba banding capres gagas 
911,911,"Narasi pesan orang tua ""kita hanya punya nama baik, jaga itu baik2"" sgt khas pak anies dan dibawa kemana2. Sgt berkesan untuk disebarluaskan.",Muhammad Dermawan Susanto,,,positif,narasi pesan orang tua  nama  jaga  sgt khas anies bawa mana  sgt kesan disebarluaskan 
912,912,hebat pak Anies,Mashudi Mashudi,,,positif,hebat anies
913,913,"Semoga amanah pak Anies semoga di lancarkan niat baiknya jadi R1, panggung adu gagasan pak anies dapet di mengerti dan tau permasalahan di negri ini. Insyaallah saya jatuh pilihan dengan gagasan anda pak Anies❤ salam dari bogor pak Anies",iksan firdaus,,,positif,moga amanah anies moga lancar niat baik r  panggung adu gagas anies dapet erti tau masalah negri  insyaallah jatuh pilih gagas anies salam bogor anies
914,914,Pak Prabowo gemoy❤,Ade Ade,positif,,,pak prabowo gemoy
915,915,Like for PRABOWO,JOKO HENDRO SIAGIAN,positif,,,like for prabowo
916,916,"Pk prabowo gak nyambung dgn pertanyaan, pak anis hanya mengambang , pk ganjar cerdas tepat dan pemberani .",Achmad Gunawan,negatif,positif,negatif,pk prabowo gak nyambung dgn  anis ambang  pk ganjar cerdas berani 
917,917,Pak ganjar … top ❤❤❤❤,Jena Almair,,positif,,pak ganjar  top 
918,918,Penutup dari pak Prabowo sangat menggetarkan..,Ratas,positif,,,tutup prabowo getar 
919,919,Semakin yakin untuk mendukung Pak Prabowo,anonim guy,positif,,,makin dukung pak prabowo
920,920,"pa prabowo, kami ga perlu motiivasi, kami perlu realisasi kerja yg konkrit, mending pa prabowo sebut prestasi bpk saat jadi menhan

yg 2 lg omdo",Kid A,negatif,,,pa prabowo  ga motiivasi  realisasi kerja yg konkrit  mending pa prabowo prestasi bpk menhan yg lg omdo
