,textOriginal,authorDisplayName,Prabowo,Ganjar,Anies
1079,"Bicara gagasan,..pastinya ANies unggul...dari dulu,..tapi kenyataannya NOL BESAR, seperti di Jakarta,.... hanya bisa ganti nama Rumah sakit, tapiuntuk membangunnya gak mampu..... mengganti nama2 jalan...tapi gak bikin jalan2 baru untuk atasi kemacetan.... CUMA BISA BACOT!",Sukarja,,,negatif
1080,"Anies selalu aja sok ngomong keadilan,makmur & bahagia padahal sianies itu paling hobi kelebihan bayar, nipu warga jkrt & menjadikan kaki itu sebagai alat transportasi😂😂😂",♨️Roodey♨️,,,negatif
1081,"Emng bner ya trnyata pak Anis pintar bicra doang, Jakarta selama ini wassalamualaikum... krjanya 0 nih. Pintar berbicara sajaa,- Udh makin yakin sih gw all in 2024 for pak Prabowo!!!",Lan Xinxin,,,negatif
1082,OK OC kemana pak anies???,LAUW Soesanti,,,negatif
1083,Anis tak kan pernah hilang dr fakta dan sejarah krn politik identitasnya dan utk saya NO FOR ANIS,Totok BY,,,negatif
1084,Anis gabakalan jadi,Siron 88,,,negatif
1085,Anis pinter ngomong .kerja ga becus😂😂,Dwi arianto,,,negatif
1086,"Anies Baswedan pintar, apalagi pintar omong. Tapi dari kinerja di DKI, Implementasinya  akan lemah !",Mite Mega,,,negatif
1087,"Bro anis ngomong ini itu tapi g liat kmren dijakarta ngpain ? Anti korupsi ? Ingat lem aibon..    perubahan ? Ingat ahok terkait pantai yg dijanjikan anis tidak bakal di sahkan, toh disahkan juga. Ekonomi ngmong keadilan ini itu? Ingat rumah dp 0%, ingat program oke oce yg gak jalan sama sekali..",Faqih 111,,,negatif
1088,Anis cuma omdo doankk,Fajar Dwi,,,negatif
1089,"Anies tdk punya statement yang kongkrit. Kebanyakan pernyataan umum. Kesetaraan, keadilan gitu gitu doang.",RONNY DR1 ADVENTURE,,,negatif
1090,Anis pinter ngomong pinter nyusun kata tpi ttep hasil nya MINIM,WongJowo Official,,,negatif
1091,"buset komenan anis rata rata akun kyk bot semua namanya ada angka randomnya kyk 1234,5596,7890 wtf is this",Ridho Rusdani,,,negatif
1092,"gesture Ganjar 'Kemlinthi' sok tau tp tengil..dr 3 bacapres GP literasi standard, prestasi lihatlah gmn jateng.. bicara ngalor ngidul kepala oglek2 kyk nunung srimulat, gimana nnti diplomasi dg negara lain..Isin tenan",Sayuti Argas,,negatif,
1093,JANGAN PILIH GANJAR NANTI SEPERTI INI2 SAJA. DEMOKRASI GA JALAN LAGI YA PART 2 NYA JOKOWI CUAKSS,Angga Maulana,,negatif,
1094,Ganjar ekekek mending tidur bar njar,Andri Irawan,,negatif,
1095,"Gatau kenapa cuma sesi nya Ganjar yg gw skip dari 6,5 jam video ini 😂",limalimalima,,negatif,
1096,"Jawaban ganjar ga jelas ngalor ngidul ga karuan, keliatan ga cerdasnya. Sesuai hasil kerjanya selama mimpin jateng ga da perubahan apa2",Taqbir Haryadi,,negatif,
1097,"anjay ganjar slideshownya make jasa ketik...
kea desainan tim sukses, suport full ya org ugm ke ganjar... wkwkwk",Pal 8 Pale,,negatif,
1098,"Antara anis or prabowo for presiden, ganjar skip pilihan hidup orang dinyirnyirin 😅",guntur oktafiandi,,negatif,
1099,"Prabowo idealis tradisionalis, Anies idealis modernis, Ganjar mbuh gak jelas ngang ngong..",Rezqia Rakindo Official,,negatif,
1100,"Apaan sih ganjar, jadi MC kayaknya rendah banget di mata dia. Huh",Mr. Ars Channel,,negatif,
1101,"GANJAR NGOMONG LIAT KE BAWAH MULU, APAKAH ADA PAPANNYA
GANJAR NONTON STREAMING ANIS GK YAH...",Ismi Khidir,,negatif,
1102,"Ganjar menunjukan sikap bahwa dia tidak bisa menerima perbedaan pendapat, arogan ketika terpojok, yakin kek gitu mau dipilih jadi presiden??",Rima Anggraini,,negatif,
1103,godd why listening to ganjar feels like reading pkn book my dumb ass can't understand sht 😭😭😭,seung's diary,,negatif,
1104,ganjar mukanya emosian,KamusukaID,,negatif,
1105,"Ganjar ngeri bos, jangan ksh ruang buat menang.. kasihan rakyat typecal pemimpin sperti ini.. tegasnya otoriter dan gabisa di dikte ..",Ridho Richardo Hutapea,,negatif,
1106,Pak ganjar menjadi gubernur Jawa Tengah aja bagu apalagi jadi peresiden,Farid Saifur riza,,negatif,
1107,Gagasan ganjar terlalu utopis,Megalodon Last,,negatif,
1108,"Ganjar promosi perbaikan pendidikan, perbaikan ini itu. TETEP aja MAK BANTENG Yang BERKUASA",Don_Septian,,negatif,
1109,Ganjar itu judes.,Ach M,,negatif,
1110,Lihat Ganjar kok sprti lihat Rangga presiden Sunda empire ya ? Bombastis tapi tidak sistematis dan substantif,Fessia Novry,,negatif,
1111,"OWALAH PAK GANJAAAR PAK GANJAR, DADI PEMIMPIN KOK ITUNG2AN,, ATI2 ANAK2 GANJAR, MENE DIKONGKON MBALEKNO DUWIK E,, ATAU LEK GAK NGUNU DIWAJIBNO BALAS BUDI MATERIIL,,",edo java mlindjo,,negatif,
1112,Ganjar mbulet mbulet tok telek 😂,kang Game,,negatif,
1113,Menurutku Pak Ganjar Blm ckup kapasitasnya untuk menjadi orang nomer 1 di Indonesia.,Cirebon Story,,negatif,
1114,"ganjar stress susah mbak nananya nangkap, ngalor ngidul lu ngomong",Sergiyuuu,,negatif,
1115,"anis disetir partai , ganjar disetir partai juga , cuma prabowo yg ketum partai. yg punya kuasa atas partainya sendiri. kmren 2x pilih jokowi , skrg penjelasan prabowo bikin terharu dengan nada bicaranya & penjelanya yg tanpa basa basi & tegas , apa lagi pas bilang "" coret coret coret"" coba kalo calon yg lain , mana mungkin bisa jawab pertanyaan itu.  yg lain kan petugas partai.",gam gams,positif,negatif,negatif
1116,"Ngomongin lapangan kerja untuk SDM sekarang butuh yang padat karya, ini malah nyambung ke teknologi dan AI yang bertolak belakang njar-ganjar",A d,,negatif,
1117,Perkatakan ganjar ga sama dengan praktik nya,Sri Anto,,negatif,
1118,Cuma ganjar yg ga nyambung,Lion,,negatif,
1119,NGELAWAK GANJAR,Gav Autophile,,negatif,
1120,GANJARR GANJARRR AWOKAWOK SEKALI,EM Fadly,,negatif,
1121,"Bingung jawaban ganjar,",Uti Danu Wahyudi,,negatif,
1122,"Anis pandai berbicara hasilnya banyak Nol.
Ganjar terlalu banyak yg hasilnya tdk akan swsuai omongan
Pak prabowo tdk banyak janji tapi punya vita² mulia untuk masyarakat indonesia
Apa Ada nya program nyata dan memang sdh tau apa yg harus di lakukan.
Insya Allah pak prabowo presiden 2024
Anis banyak program Nol.hanya kata²",Arie,positif,negatif,negatif
1123,Ganjar ngomong korupsi rasa nya lucu sekali padahal dia disebut soal kasus korupsi ektp dan partai nya partai terkorup nomer 1,Ceppy Maulana,,negatif,
1124,ganjar ini ngomongnya ngelantur... mutar muter gak todo poin,andi wahyudi,,negatif,
1125,ganjar kebingungan mau nyari jawaban 😂,amam,,negatif,
1126,"Pak Ganjar setiap ditanya jawabannya dirasa kok muter2 ya,, ga faham saya.",Kedai Houseware,,negatif,
1127,"Keliatan ketidakmampuan ganjar menjawab pertanyaan dosen ari. hanya retorika dan pengibaratan. banyak ngeles seolah2 santai untuk menjawab, padahal ga ada point.",Syafrudin Ali,,negatif,
1128,pak ganjar ditanya pdi p citra nya buruk malah cerita dirinya di pdi p....pie to...😂.....knapa gak di up yg mmbuat citra buruk pdi,Suranto Mancung,,negatif,
1129,Ganjar ini engga berbobot masih bagus Anies dan Pak Prabowo jelas,Ahmad Sofyan,,negatif,
1130,"Terserah kalian mau pilih calon presiden sdr anis Baswedan ataupun sdr prabowo yang penting jangan ganjar sih, soalnya ganjar orangnya blunder 😂",jawara 30,,negatif,
1131,"Ganjar ngomongim partai mlu, keliatan penerus jokowi ny, penerus boneka partai,boneka oligarki, boneka aseng asing, dan akhir ny jd penindas rakyat menengah kebawah.",Putra Bobson,,negatif,
1132,ganjar kayak anak freman gaya nya gak sukak kurang serius,Mrokib b,,negatif,
1133,"Jujur ya stlah nntn ini, mnrt sy pribadi yg layak bersaing utk calon presiden itu pak Prabowo sama pak Anies doang, pak Ganjar mnrt sy seperti org kebingungan yg di paksa kan utk nyalon jadi capres oleh Ketum partai nya.",Balss,,negatif,
1134,Ganjar blunder,matahari2e,,negatif,
1135,KOK GANJAR PERSONAL,Coolthecool,,negatif,
1136,"ganjar ngomong kaya tukang obat, dikit2 ngomong keras biar didenger audience 🤣.",bayu prasetyo,,negatif,
1137,ganjar banyak narasi isinya kosong,Radiv Oui,,negatif,
1138,Kok Ganjar kaya merendahkan profesi Jurnalis/MC ya ga bener bgt,Imam Rachmayadi,,negatif,
1139,Ngomong opo toh mas ganjar 🤣🤣lieur,Tedi Wiharja,,negatif,
1140,"Pak ganjar di tanya apa jawabnya apa, gak mudeng.
Beda sama pak anis ber integritas bgt top",affan,,negatif,
1141,"Ganjar pornowo, blunder parah",alex32,,negatif,
1142,"Ganjar Wasting time bgt, tiap ditanya kok malah nanya balik dari mana org mana, dosennya siapa. Keliatan mau mengalihkan atau mengaburkan fokus penanya.",Fajar Muhamad Sidiq,,negatif,
1143,Ma'af pak Anies ngomng nya kurang Nyambung?,Nasi goreng Udin,,,negatif
1144,Cuma pak Ganjar yang bikin aku ngantuk.,CRUISER 4.0,,negatif,
1145,"heran, knp pada kagum sama pak anis, padahal cuma jago ngomong doang, aksinya nol 😂",Thoriq Binnar Farezky,,,negatif
1146,"Pa Anis hnya menjelaskan secara teori,,fakta dilapangan sejak mnjdi gub.DKI,kebanyakan gagal,APBD DKI hampir 1000T hnya mampu membuat 1 puskesmas,yg lainnya bermasalah.",Andy zawa,,,negatif
1147,"Ganjar blunder, merendahkan profesi

Prabowo juga blunder, melegalisasi penyogokan

Anies to the point sayangnya kalah power",XI C_Match 2,negatif,negatif,
1148,"Sekelas capres gagasan GP terlalu arogan , fiks banteng skipppp",anak_terakhir,,negatif,
1149,Ini Ganjar bikin Pusing dah,Imam Eman,,negatif,
1150,Pak ganjar kesannya sok asyik,Idris Hrp,,negatif,
1151,"Sumpah, aq g ngerti apa yg dibicarakan Pak Ganjar, kok ribet Kali penjelasnnya. G nyambung kayaknya",Deny Tanjung,,negatif,
1152,Penjelasan pak anis tdk  jelas .,Suwarji Warji,,,negatif
1153,"Saya rasa pertanyaan dri audiens untuk Ganjar,, semua jawaban Ganjar menyelempeng gak nyambung dengan pertanyaan dan hanya mempelintir ucapan yg biar terkesan real, dan nyatanya gak nyambung dengan jawabannya...",raja olenkk,,negatif,
1154,"Sumpah loh anies ini gk ada malunya bngt bisa""nya nyapress 🤣🤣 , jadi mentri pendidikan gagal , jadi gubernur gak jelass , loh ini skrng mau  jadi presiden 🤣🤣",Awkarin 89,,,negatif
,"Aduh mas anis,klo ngmong emng renyah dan gmpng tpi kenyataan ny zonk",Isri Hayati,,,negatif
,Prabowo perbandingannya kok gak aple to apel.. Jgn ke negara kecil yg penduduknya gak sebanding dgn penduduk indonesia😅😅,BE70L B19AL,negatif,,
,Ganjar anis pelawak sosmed,Kin Zakiy,,negatif,negatif
,"Dari semua bacapres yg ada hanya 1 yg paling aneh gagasanya dan selalu terlihat paling sok(sombong) adalah ganjar pranowo , dan gagasanya susah di mengerti oleh masyarakat menengah kebawah",Blond. Gaming,,negatif,
,aku memang tidak suka sama ganjar! karena ganjar bukan presidenku! ganjar tidak bisa dukung rusia! orang indonesia tidak tahu ukraina jatuh ke tangan israel? ukraina bukan agama islam! ukraina itu sahabat israel! ukraina itu menghabisi palestina! rusia saja dukung palestina! seperti indonesia! orang indonesia gak bisa bantu rusia? orang indonesia gak kasian sama rusia? kalo tidak ada rusia? siapa yang melindungi indonesia? bukan negara lain! orang indonesia sahabat rusia! bukan ukraina! menurutku! kalo ganjar jadi presiden! ekonomi akan turun dan melanjutkan perang timor leste!,Jordan Yukifune,,negatif,
,"kasian ganjar, banyak kesalahan wkwk",Nama Aku,,negatif,
,"Setelah liat ini, Prabowo saya eliminasi dari pilihan pribadi hahaha",adi suryana,negatif,,
,"Saya hanya butuh presiden yg merakyat ,melindungi rakyat dan negara.dan pak Ganjar sudah terbukti dulu waktu menjadi gubernur.alhamdulillah saya dari jawatengah",Abdul Muslih,,positif,
,Asal jangan pak Anies yg jadi persiden karena ga bisa kerja.... ngomong doang,kemal El real official,,,negatif
,"ganjar masih tetep pake formasi investasi,aduh kuno bgt masih keruk2 semen... yang lain udah pada kebulan 😬",Memberal Force,,negatif,
,"Wooyy mau tanya...

Si anies nyalon presiden ???

Gk ad orang lain kah di negeri ini???.

Heran...manusia tanpa berpikir logis di calonkan jadi pr3siden RI.

Selamat lah indonesia....kaga maju2..Drama mulu",Art'a Sengklek,,,negatif
,Anis menata kata....praktik nol besar,Suyono Yono,,,negatif
,"trauma milih Anis jadi gurbernur , di janjiin ojek terbang . . Ojeknya cuma hayalan 😂😂",Harleen Musa,,,negatif
,Anies Asbun...pinter ngomong tp kenyataan membuktikan jadi pemimpin tdk ada yg terealisasi...semuanya NOL BESAR !,J.E,,,negatif
,Pak ganjar ngomong apa sih? Muter teros 🥲,ryzsbr,,negatif,
,"Bicaranya sangat baik sekali pak anis .
Baik buat ngibulll",Fajar Kurniawan,,,negatif
,Anies susah menyederhanakan angka. Terlalu berputar dan tidak jelas arah berpikir. Susah di cerna,Corona Vid19,,,negatif
,Pak ganjar yg paling pintar 👍,asu kabeh,,positif,
,HAHAHA ANIS SI MULUT MANIS,RinZz,,,negatif
,Ganjar emosian 😅,Zahra paaha,,negatif,
,ANIES BASWEDAN MULAI DEH NGIBUL & PURA² MISKIN & TERDZOLIMI SUPAYA ORG IBA PADANYA GILIRAN DIUNGKAP BIAYA NYAPRES ITU MAHAL MIN 40M BARU DEH KELIHATAN MUKANYA AGAK GUGUP❗😂,ino26 Channel,,,negatif
,"Pak anis memang pinter ngomong dr dulu😂.. teori oke, kenyataannya?? 😅",AGUS_OFFICIAL,,,negatif
,Sayang banget...Pak ganjar ko blunder merendahkan pekerjaan mc dan jurnalis😮😮😮,zonkgu eil,,negatif,
,Pas ganjar kek presentasi anak sma,prianomor 1,,negatif,
,Jawaban GP yang begitu cemerlang pertanyaan dari rektor. GP RI 1 2024-2029,Iskandar Blora,,positif,
,gak bakal nyoblos pak prabowo like..,Odi Andanu,negatif,,
,"Ganjar yang ditanya apa, yang dijawab apa, jawaban muter2 kaga jelas😵‍💫",Frans Tumilaar,,negatif,
,Siapapun nanti presidennya semoga bukan ganjar,KP,,negatif,
,Teori doang banyak ni AB prakteknya 0 miriss,Arif Rahman,,,negatif
,"Pak Ganjar ngomong kayak gak tulus,kayak gak dari hati",D. S,,negatif,
,Anies hanya pandai merangkai kata² tapi tidak becus bekerja,Candra prayoga,,,negatif
,"Gua kok bosen denger anis pidato..
Suruh jadi dosen ajalah..tidak pantas kalo jadi presiden",jocker,,,negatif
,"Ngomong kabupaten miskin bilang mau di sejaterahkan  anis..sendiri aja miskin mau  mensejaterah kabupaten...

Ngomong ga bkal ada keributan ya ya lh ngomong sperti itu yg bikin kisruh kan pendukungmu nis",Adi amoy Amoy,,,negatif
,"mulut anis emng licin bgt ya, kek kerjanya dulu cuma tinggal omongan dan janji",Mandiri Menghidupi,,,negatif
,"gua liat muka ganjar, seperti melihat ngibul nya joko dimasa lalu",laut dalam,,negatif,
,Kok pak ganjar kyk menggebu2 dan arogan. Apa perasaanku aja ya 😮,BELAJAR YUK,,negatif,
,prabowo blunder terus,Salwa,negatif,,
,"Prabowo setiap jawaban dr pertanyaan selalu datar,  ndak ada terobosan, dan memberi kesan kurang cerdas/bodoh, mau pilih dia......?? Saya  NO.",Joko Prayitno,negatif,,
,Ngantuk lihat ganjar . Kbnyakan retorika,Irwan Ebastian,,negatif,
,Tetep pak Ganjar Pranowo yg saya dan keluarga pilih...💪💪💪🇮🇩🇮🇩🇮🇩,zalina,,positif,
,"seperti biasanya, Anis sangat lancar sekali ngomongnya. Tapi sayang cuma ngomong doang",Sinau Hurip,,,negatif
,"Mohon Maaf, jawaban ganjar itu bukan tegas tapi arogan. Dan attitude nya Tidak bgtu baik.",Risfa Risfa,,negatif,
,"Ketika ditanya kebesan berpendapat. Pak ganjar ini ga menjawab tapi cuma muter"".",Alam Raya,,negatif,
,Masya iya seorang ganjar bisa menerima aplikasi dari org yg ngga di kenal..kaya berbohong di depan publik😅😅,albert ibrahim,,negatif,
,"Jawaban ganjar lebih rasional,,",muh zubair,,positif,
,Dukung Pak Ganjar dalam usahanya menjadikan Jateng sebagai lumbung beras nasional yang handal.,Tri Astuti,,positif,
,Gada pantesnya bnget Anis jadi peresiden..bnyakan ngeles. Indonesia di pimpin anis bakalan hancur wong dia jadi mentri dan gubernur aja kerjanya gk bener.gmn mau mimpin indonesia...jgn prnh deh dukung anis indonesia bakalan bobrok.,Aldo Vernando,,,negatif
,"Dari 3 orang capres hanya pak Ganjar Pranowo yg bagus gagasannya. Sdh jelas rekam jejaknya 2 kali jadi gubernur, 2 kali jadi anggota DPR RI",Herwin Mardiyanto,,positif,
,ganjar monoton banyak blunder,Andri Fahlevi,,negatif,
,Dari 3 calon cuma pak ganjar klo anis byk ngibul jd mrntri di pecat bagaimana bs meningkatkan pendidikan,Turiah Tamara,,positif,negatif
,Ganjar suka lawak ya? Hahahah 😂😂,Miftakhul huda,,negatif,
,"pak ganjar jawabanya gajelas, ngawur abstrak",Farhan Bsyr,,negatif,
,"Anis tiap-tiap berbicara terus itu2 aja yg  diomonginnya,, apa nggak ada konsep yg lain??",Syukur Oncu,,,negatif
,Saya setuju dgn paparan pak ganjar beliau betul betul memikirkan bagamana kemajuan dan prkmbngan negara.  Mulai dari pncegahan stunting agar trlahirmya warga negara yang cerdas sehat dan ini adalah awal dari quality sdm indonesia.  Mencegah lebih baik.  Sdm yg lebih baik.  Itu lebih penting.  Jelas sekali yg pak ganjar paparkan. Saya sangat setuju.  Itu artinya dari semua yamh beliau sampaikan meliputi semua yg indonesia butuhkan. Dan materi beliau jelas sesuai data.,Nurasyifa Fauziah,,positif,
,Tetep pak ganjar ✌️.,eny lim,,positif,
,Terima kasih Pak Ganjar karena selalu berjuang untuk penurunan stunting dan kesejahteraan rakyat. Mari kita dukung!,Recominda,,positif,
,ngomong opo si ganjar,Udin Aja,,negatif,
,Pak Ganjar adalah pemimpin yang pantas kita dukung dalam menjaga kesejahteraan pelaku UMKM.,Zaniyah Adeeva,,positif,
,Anis cm teori daja pinter adlinya krjdnya nol,Jiyen Jiyen,,,negatif
,"Pak Ganjar merakyat
Maju untuk rakyat🎉🎉🎉",Erikko,,positif,
,"anis dari dlu cuma omdo,",Area Movie,,,negatif
,"Hanya mas Ganjar dah,di praktekkan lain masih di awan2 saja.",Mulyo Turseno,,negatif,
,"Pak  Ganjar banyak bukti di Daerah Morowali dg kedatangan TKA nol pengalaman sengaja dikasih ikut2 sebagai Helfer diDitenaga kerja Indonesia setelah uda tau kerja langsung diPHK tenaga kerja Indonesia yg menggantikan adalah si Helfer TKA yg naik,,, , beda dg DITAHUN sembilan Baxk Investasi datang ke Indonesia tp tenaga Ahli Paling minimal Superintenden keatas kebawa sudah baxk Tenaga kerja Indonesia yg Hebat, gmn karya Putra Putri Pribumi Indonesia Babrik PT INCO yg begtu Sukses memproduksi Biji Nikel yg begtu banyak , apa i2 TDK cukup bukti bahwa Tenaga kerja Indonesia TDK Cukup ahli sebagaimn di utarakan pak Ganjar bahwa tenaga kerja Indonesia tak mampu, jgn katakan gtu pak , baxk Skali putra-putri  Indonesia yg siap dan maput kerja disemua jurusan yg saat ini marak dlm bidang Tambang bumi Indonsia yg skrg hampir lebih baxk TKA kerja disana daripada tenaga kerja pribumi",Imam Sawerigading,,negatif,
,"pak, Ganjar insha.alloh no 1",waginah wagihan,,positif,
,Pak Ganjar Kereenn!!! 👍👍👍,Diyah Moes,,positif,
,Anis omongan.nya paling ndobol,Jack Risman,,,negatif
,Woy...pak anis....mau bangun sekolahan di desa kalo ga ada infrastruktur mau diangkut gitu......kalo bikin gagasan yg reak donk....jangan cuma teori,Sami Dollsoo,,,negatif
,"Tetep Saya pilih Pak Ganjar,,",Jastin Ali syakhieb,,positif,
,"Capek denger pak ganjar, setiap di tanya jawabannya kmn mn tapi poin intinya secuil, gjls",Intan Zahrah,,negatif,
,Ganjar keliatan seperti org yang anti kritik dan Arogan,M Chan,,negatif,
,"Pak ganjar kenapa selalu blunder ya kalo kalian jelas memahami, yg diucapkan terlihat seperti hanya gimmick saja. 😢",Tomioka Giyu,,negatif,
,dari ketida caprea aku paling srek ke pak ganjar karna sangat melayani masyarakat,semongko yay,,positif,
,"pa anis tiap kali bicara pasti ujung nya ngungkapin kemanisan yg dihasilkan dari visi misi nya😂, gasemudah itu pa ga semua sesuai ekspetasi",acid lemone,,,negatif
,Dari ketiga Ganjar lah yg paling berkualitas.,B. W. H,,positif,
,Ganjar sesuai data,Ketut Sugiarta,,positif,
,Ntah siapapun presidennya gak ngaruh buat saya. Tapi klo harus milih. Ya cuman pak ganjar.,cungkringx game,,positif,
,"Ganjar sederhana,layak for Ri1",Watcher,,positif,
,"Aku tetep pak ganjar, no debat",Majesty,,positif,
,"mulut manis,janji manis sesuai nama si Anis ..masih bisa tertipu kah gen Z 😅😂",fyp,,,negatif
,"Paktanya tim ganjar ini sering menjelkan prabowo.
Paktanya ganjar ga becus ngurus jawa tengah .
Paktanya ganjar terseret kasus ektp.",pokpok coy,,negatif,
,Sepertinya P Ganjar paling siap... Paling srek dihati dan logika,Putra Jemberjember,,positif,
,Jngn bilang jawaban pak ganjar isinya hanya curhat  😅,febri nur cahya,,negatif,
,CUMA MAU BILANG BUAT PAK ANIES NOOOL BESAAR,Dayang Dampit,,,negatif
,Refleksi ganjar from the heart,BALI AND BALI,,positif,
,"Partai penghasil Koruptor paling banyak ya PDIP, ganjar, puan aja disebut menerima uang e-KTP tapi ga tersentuh😂😂😊",jams business,,negatif,
,Ganjar dari pdip ya? Ya sama aja sama boong 🗿,Lim -Bad,,negatif,
,Terima Kasih pak Ganjar sudah buka2 terkait dana untuk partai. Ini mau bangun negara ato bangun parpol.,gendut M,,negatif,
,Ngerideh klau pak Prabowo jadi Presiden ahhahaa akankah masa pak Harto terulabg Kembali?,Dede Supandi,negatif,,
,Pak ganjar mantap,Wahyu Subekti,,positif,
,Ga nyambung pak prabowo kalo di tanya,Komang Leo,negatif,,
,si anis ngibul mulu program DP nOL PERSEN AJA BERANTAKAN OK OCE HADEHHHHH ANCUUUURRR,ALFA OMEGA,,,negatif
,"pinter ngomong anis, kerjanya nihil",azmi blues,,,negatif
,Si ganjar ngomong nya bertele tele ketika di tanya. Kelihatan dia kerja cuman demi partai,Novan Apramadana,,negatif,
,Ganjar yg bicara dengan tulus. Kelihatan. Cocok jadi presiden,Sahabat Gasken,,positif,
,"Ganjar cerdas dan berfikir maju, insyaallah ganjar membawa Indonesia jaya",Clarisa Ayu,,positif,
,Anies itu bukan apa apa...hanya orang yg berambisi ingin jadi presiden tanpa mengukur kemampuannya satu zatunya kelebihan anies hanya kelebihan omong kosong alias bohong besar itu saja..,Raisyagumelar,,,negatif
,Ganjar baperan..wkwk,maunglana channel,,negatif,
,"Saya bingung dg Ganjar ini,,kalo bicara pintar banget,,tp prestasi nya gak da selama 10 tahun JD gubernur Jateng..",Hen Dra,,negatif,
,Ganjar banyak ngelawakk ....,soesie susyanto,,negatif,
,Ganjar yg terbaik,Reski purba Pakpak,,positif,
,Cringe banget ganjar,Keanu Prince Altair,,negatif,
,Pk anis sebenarnya cocok bngt jdi presiden.. cocok untuk bahasa. Dll.. tapi gk cocok untuk krja untuk seluruh indonesia yg luas ini..  jadi pk anis  . Jdi gubernur aja atau jdi wakil presiden aja... atau belajar dulu klo mau jdi presiden.  Mungkin  10tahun lagi untuk jdi presiden..  krna jdi presiden tidk butuh cuma pinter bicara saja..,Jae Nudin,,,negatif
,Tetep pak ganjar,Soepono Ongkowijoyo,,positif,
,Siap dukung pak ganjar,RISTYAPUTRI,,positif,
,"GANJAR PRANOWO EMANG LAYAK JADI PRESIDEN..!!!  INGAT.!!! INI RAKYAT KECIL YANG BICARA
kalian kalian tak akan mampu mempengaruhi rakyat.",Achmad Maghomed,,positif,
,yang sejauh ini masih stay sama ganjar mana suaranyaa,YAYASAN ANAK YATIM THORIQUL JANNAH PUSPO,,positif,
,"Ganjar berbicara sangat tepat dan cerdas, berbicara sesuai dengan data dan dasar teori yang sangat tepat, tidak sedang berbicara seperti bernarasi yang hanya pinter ngomong tapi gak bisa kerja. Ganjar Pranowo paling tepat untuk RI-1 2024.",ariyanto telaumbanua,,positif,
,pk ganjar yg layak jdi presiden,Lilin Mulyaningsih,,positif,
,Lihat pak Ganjar rasanya adem...,Yudhistira_99,,positif,
,"Ganjar msih mentah banget,gk jadi dukung dia.Maaf",LR21,,negatif,
,Pertanyaan² yang diajukan kepada prabowo rata² tidak terjawab dengan spesifik. Semua jawabannya bersifat umum.,CHI Channel,negatif,,
,Ganjar Pranowo PRESIDEN. Amin...,Bocah Ponorogo,,positif,
,Sy tetap Ganjar.. Dia bekerja.. Bukan hanya bicara. Spt halnya Jokowi. Do'a kami u/ kesuksesan Ganjar aamiin,Rini S,,positif,
,Ganjar nrgomong gaada tepok tangan 😁,anggi nugroho,,negatif,
,Tetap Bapak Ganjar pilihanku,wisynu wicaksono,,positif,
,Hallo prabowo.. apa kabarnya food estate ?? Kok beda banget sama yg di sampaikan,Iwan Setiawan,negatif,,
,"Lama² anis ini kelihatan munafiknya, lu ngapain aja di jakarta....",RUMI DAN CIA,,,negatif
,"makin yakin gak pilih ganjar 👎👎👎  sejak dpr aja udah gimana, siapa lupa kasus Nazaruddin",tukang fitnah,,negatif,
,"PAK GANJAR,dr sikap bapak menanggapi pertanyaan anda sosok pimpinan yg tempramental,gampang emosi",Samin Awit,,negatif,
,"Prabowo g berani berkaca takut yaaaa🤭🤭🤭
Tetap pak Ganjar pranowo ❤❤❤❤nex presiden 2024 🇮🇩🇮🇩🇮🇩",Fatimah Fatimah,negatif,positif,
,Wahh Pak ganjarr nomor satuuuu,atha nasia,,positif,
,"sebenernya dukung prabowo, tapi jawabannya disini ngga memuaskan, terkesan diplomatis dan tidak terjawab sampai ke akarnya. :( jadi ragu",Chrisopras Orizano,negatif,,
,Jangan pilih pak ganjar di karenakan anak emak banteng di belakang....kalok tidak ada emak banteng boleh lah di pilih...,Lomboq Art Story,,negatif,
,Mnurut saya pak ganjar emng paling bner.. jujur aku yg buka dibidang politik aku tau tujuannya dia,Headline Rocky,,positif,
,Ganjar kaga jelas di tanya apa jawabnya apa ... hadeh calon presiden ko gitu,O.P.A,,negatif,
,"Yang paling relevan adalah gagasan anis tapi rekam jejak anis sering memberi kebijakan yang buruk seperti mulai dari waring hingga tugu tuguan, kalo ganjar lebih cocok secara sikapnya tapi ganjar sedikit blunder, kalo prabowo hanya mengerti kebutuhan kaum seusianya atau kurang mengikuti perkembangan dan secara tingkah laku kurang pas dipertunjukkan seperti joget dan menyela dll",Kak Rayz,negatif,negatif,negatif
,anis ngomong doang,Eunike Kristie,,,negatif
,Ganjar Pranowo 2024 presiden 🎉,Jaya Jaja,,positif,
,"Berkaca kepada rekam jejak,😅
ketiga kandidat saya yakini pak Ganjar yg paling pas meneruskan perjuangan pak jokowi.",Subena Made,,positif,
,Keren pak ganjar emang gaada obaatttðŸ”¥ðŸ”¥ðŸ”¥,Xilow 2.0,,positif,
,Makasih mba najwa udh membuka mata saya untuk dukung ganjar!!,Qutyba Olimat,,positif,
,Standar capres tahun ini naik grgr ganjarðŸ“ˆðŸ“ˆðŸ”¥,MURKA,,positif,
,"Pak ganjar, emg boleh pak sekeren dan se tiada tandingannya begini??!!",YT Minecraft,,positif,
,Saya melihat dan menonton ini kmrn dan semakin yakin sama ganjar!!,Xenob1ade,,positif,
