,textOriginal,authorDisplayName,Prabowo,Ganjar,Anies
9388,Anis ngibul,Off Permanen,,,Anies
9390,"Kepintaran Anies dan Ganjar, dalam pemaparannya, ia pintar Anies karena Anies tidak melihat tulisan di hp ia, tak seperti Ganjar, setiap statemennya selalu melihat tulisan di hp... Publik harus pintar memilih dan pilihlah yg pintartrrt",Andi Kamil,,Ganjar,Anies
9391,"1.Anis pandai retrorika,penuh kemunafikan.
2.Ganjar Lugas,berbicara Data.
3.Prabowo Tegas,kurang mendasar.",DHADHI MAKMUR Official,Prabowo,Ganjar,Anies
9392,"Jelas dr semua kontestan,  Pak Ganjar lbh bijak & berani serta realistis menjawab & membeberkan gagasan ke audien.
Makin mantab & blm tergoyahkan pilih pak ganjar👍👍",Warno Hemawan,,Ganjar,
9393,"Yg satu pandai berkata kata.
Kedua pandai bergaya.
Ketiga jujur, tegas, ikhlas. Apa adanya dan tidak plastik (kaya sujiwo tejo).

Suka mengumpulkan para ahli untuk masukan. Tidak sok tau.
Pemimpin bukan ahli semua bidang. Tapi Harus mencari pakar tuk membantu memecahkan masalah.
Prabowo 08 semoga terwujud.",Hariyanto Abdee Negoro,Prabowo,,
9395,PRABOWO OKEH BANGET GAGASAN NYA MASUK AKAL 💪🏻💪🏻,Akun Bisnis,Prabowo,,
9396,"Saya pemilih Prabowo,tp setelah melihat ini ko perasaan berubah jadi💗 Anies.",xytrayTzy,Prabowo,,Anies
9397,Pak Anies 🔥,Ahmad Farid,,,Anies
9398,Lucu juga p prabowo 😂,Adam Aswa,Prabowo,,
9399,Antara ganjar dan prabowo. 🎉🎉,Opin Chanel,Prabowo,Ganjar,
9403,ganjar dwnk pastinya 2024 menang total,tahyudin firdaus,,Ganjar,
9404,"setelah liat gagasan para capres,gua jatuhkan pilihan sama anies ,karena jawabannya jelas dan paham",Neng Yudith Tirta Kusumah,,,Anies
9406,Siapa yg paling cocok ide dan gagasan ke 3 capres menurut anda kalau saya ya Anis lah,Syafrudin Eza,,,Anies
9407,Anies Baswedan paling cocok menjabat sebagai presiden,YOUTUBE CHANNEL,,,Anies
9408,"Serius melihat ke 3 nya harus di akui pak Anies lebih konkrit jawabannya, lebih menguasai permasalahan. Insyallah 2024 suratan tangan Pak Anis untuk mensejahtrakan Rakyat indonesia.",danie lukmanto,,,Anies
9409,Pak Anis semakin di depan 💪🇮🇩🇮🇩🇮🇩,Hendi Iral,,,Anies
9410,"""Jangan pandang sebagai cost, tapi investasi""

Merinding Pak Anies saya mendengar narasi² anda, semoga bapak dapat mewakili Indonesia merealisasikan narasi² emas tersebut. 
Aamiin",Dwi Wahyuni,,,Anies
9411,Siapp menangkan Mas anis di pilpres 2024 mantan projo nih bos sadar donk😂🙏,Hilal alfatah,,,Anies
9413,wes go pak ganjar ae,ROBIQ LUTFI,,Ganjar,
9415,"Diantara semua komentar mayoritas memberikan penilaian positif ke pihak Anis Baswedan di banding Ganjar Pranowo dan Prabowo Subianto. 
Saya jadi mengingat momentum ini kembali saat 4 tahun ke belakang
Banyak yang memberikan komentar positif terhadap Prabowo Subianto tapi tetap saat pilpres yang menang Jokowi dodo! 
Menurut kalian apakah semua momentum ini akan terulang kembali pada akhirnya?",Muhammad Ihsan,Prabowo,Ganjar,Anies
9418,Tombol prabowo ==>>,Willpop Channel,Prabowo,,
9419,"Anis = yah seperti biasa manis omonganya.
Ganjar = keliahatan yakin tanpa ragu dan paling masuk akal.
Prabowo = paling semangat",Sumarwanto Adi,Prabowo,Ganjar,Anies
9420,Pak anies the best,Agus Jalaludin,,,Anies
9421,Prabowo paling iklas,aden sport,Prabowo,,
9422,"Sejauh ini masih Anies yg gw suka.. pemaparan, gagasan, gaya bicara , isi kepala, wibawa, aura pemimpin ada semua pada Anies Baswedan ‼️‼️‼️",Ykhrln,,,Anies
9426,Bgtu keras dan kukuh pengabdian serta keinginan beliau mnjadikan indonesia menjadi negara yg makmur brvo pak PRABOWO,alkhasani sani,Prabowo,,
9428,Pak Anies aku padamu ❤,Pegawai honorer,,,Anies
9430,"Omongan pak Anis gak ada ide sama sekali, cuma nambahin kosa kata berkeadilan dan menyambung""kan ke segala sisi.",Sempak Teles,,,Anies
9432,"Hanya bapak Anies Baswedan yang bisa mensejahterakan rakyat Indonesia 🇮🇩 dulu Abi saya waktu Pemilu Gubernur DKI Jakarta ikut membantu/timses Bapak Anies Baswedan jadi gubernur, Alhamdulillah sudah jadi gubernur, kali ini insya Allah bapak Anies Baswedan akan jadi presiden Indonesia 2024. Salam dari Aceh buat saudaraku semuanya yang ada di sana 🙏🏻",Muhammad Martunis,,,Anies
9433,Pak ganjar RI1,media hiburan,,Ganjar,
9434,"Silahkan anda mau pilih Bacapres dari ketiga kandidat. Akan tetapi Jika anda masih ingat kata Alm.  GusDur President RI yg Ke 4 siapa calon pemimpin yg ikhlas dalam memimpin negeri ini maka jawabnya adalah ""PRABOWO SUBIANTO"". Jika anda mau membantah atau berargumen si A seperti ini, si B seperti itu dan si C seperti ini itu semua pilihan anda. Akan tetapi perkataan Alm. GusDur tidak pernah meleset.",Fitranta Aditama,Prabowo,,
9437,"Kenapa anies lebih beda deng yg lainnya ya, dara segi pemikiran, gagasan, ide dan visi misi.",Mayoke Andi,,,Anies
9441,"Sejauh ini.. seperti nya ini permainan pikiran, apalagi sesi ganjar... ingat janji d awal , tdk selalu d tepati.. sdh ada contoh, liat presiden saat ini 😂😂",KECOAK TERBANG,,Ganjar,
9442,Semakin yakin dengan pilihan ke pak anis baswedan,Hendi Saputra,,,Anies
9444,Prabowo keliatan keras kepalanya tidak mau mengikuti aturan bagaimana seorang pemimpin hal yg sepele saja tidak mau taat bagaimana dengan hal yg berat? Keliatan temprament dan tidak cocok sebagai pemimpin dan akan lebih parah dalam menindas masyarakat. Gunakan akal sehat dalam memilih.,Master Lee,Prabowo,,
9446,"Pak ganjar pernah jadi dpr 10tahun, gubernur 10tahun sudah kenyang pengalaman jadi pemimpin. 

Pak anis baswedan pernah jadi mendikbud dan gubernur 5tahun,public speakingnya sangat bagus. 

Dan pak prabowo subianto pensiunan tentara,ketum partai, 1x nyalon jadi cawapres, 2x capres dan selalu kalah, dan sekarang masih menjabat sebagai menteri keamanan. 

Silahkan pilih dengan hati nurani anda sendiri-sendiri, ketiganya punya rekam jejak masing2. Semoga ALLAH memberikan pemimpin yang terbaik untuk INDONESIA tercinta ini...",Abu Elferizzy,Prabowo,Ganjar,Anies
9447,"Jiwa petarung jiwa besar jiwa yg ikhlas tulus, itu ada di pak prabowo ❤",Gagal Santri,Prabowo,,
9450,Prabowo #1,Felice Particia Azzahra,Prabowo,,
9454,"Spill Gagasan pak Ganjar is excellent, very clear by data visual. Bravo pak Ganjar Pranowo👍👍",Eliz 2017,,Ganjar,
9455,"Haleluya
Sy MERASA PUNYA MANFAAT UTK KEMAKMURAN RAKYAT & NEGERI INI, BILA AKU ikut PILIH PAK ANIES.",Ag Sol,,,Anies
9458,GO GANJAR PRANOWO❤❤❤,puja perdana,,Ganjar,
9461,Dr ketiga bacapres pak Anis lebih berintelektual dlm bergagasan semoga tetap fokus dan Amanah pak Anis,kms channel,,,Anies
9463,"Sejauh ini Pak Anies si, yang paling realistis dan solutif",Anisa,,,Anies
9465,Mantappp pa ANIS RI 1 AMIN,Ardiansyah,,,Anies
9467,"Cocok euy lah taun 2024 indonesia butuh sosok perubahan, yaitu pak anies baswedan jadi presiden",Reksa 9,,,Anies
9468,Prabowo yg lbh mempunyai gagasan utk kebutuhan negara.. bukan retorika apalagi stan up comedi yg lg nyapres 😁,Rajiv Romadhonie,Prabowo,,
9470,"Yang suka menfitnah pak Anis itu rata2 pakai akun palsu, jadi mungkin orang2 suruhan",Cak Didie,,,Anies
9473,Pintar berbicara pintar gagasan bla bla bla semangat la pendukung pak anies awas di prank,Dewa Anggara,,,Anies
9474,Pak Anies semoga bisa jadi presiden di 2024 untuk mewujudkan indonesia yg berkeAdilan sosial bagi seluruh rakyat indonesia..semoga Allah SWT meridhoi Amiin,Milzam29,,,Anies
9476,Ganjar terlihat lebih arogant dan emosional. Dari cara duduknya terlihat kesombongannya juga.,TV Media,,Ganjar,
9477,ANAK MUDA ALL IN PRABOWO!,Budut Ganteng,Prabowo,,
9478,Semoga Pak Anies dapat berkah dan di jadikan President RI di pemilu 2024 Amin YRA,Andi Abdul Kariem,,,Anies
9479,"Ganjar pornowo, blunder parah",alex32,,Ganjar,
9483,Bismillahirrahmanirrahim semoga allah menjadikan pak anis presiden 2024 amin,fadhillah andrian,,,Anies
9484,Pak Anies itu Prof Guys. Penyampaiannya jelas runtut. Tapi ini calon presiden guys bukan kompetisi public speaking atau ujian tesis. Presiden itu musti berani dan tidak goyah. Integritas dan Praktik utama!!,Tubagus Fahmi,,,Anies
9485,"Bapak Prabowo semangat untuk Indonesia, refleksi yg sempurna 👍🇮🇩",Hobi ternak 441,Prabowo,,
9487,Prabowo Subianto presiden RI amien ❤❤❤,Winda Winda,Prabowo,,
9489,Keliatan… yg lebih tulus dan logis ganjar pranowo… gk asal ngomong gk menjajikan manis2… susah mau golput kalo ganjar begini… hmmm,Chrismart aritonang,,Ganjar,Anies
9490,Bismillah kunfayakun all in Prabowo,Andy Uus,Prabowo,,
9492,All in Prabowo,Tirto Ridho Utomo,Prabowo,,
9493,Love prabowo,Eksan Priyono,Prabowo,,
9494,"Maraton : Semalam nonton prabowo, sore td ganjar, malam ini Anies.

Anies : Tenang, Tertata, Systematis,  menyeluruh, detail, idealis tinggi untuk melawan mafia.

Anies keren, kelas, pecah gagasannya dari sejarah Indonesia merdeka hingga tujuan akhir menuju menghadirkan keadilan untuk seluruh sektor, kebhinekaan, Dan kemakmuran.

Prabowo : to the point, bergelegar, kurang Systematis, 10 menit penyampaian infonya kurang, 1,5 jam infonya kurang butuh 3 jam, capres paling kaya 2 T.

Ganjar : tidak bisa comment bukan karena tidak nonton Dan tidak paham. Tapi di ingetan saya ganjar suka film bokep.",fauzi alzamzami,Prabowo,Ganjar,Anies
9495,Pak Prabowo❤,Angel Sonya Theresia,Prabowo,,
9500,Nek pak ganjar mulek njawabe,faisal zulhan,,Ganjar,
9501,gendeng omongan anies kelaaaassss 👍🏻 wowo jd penasehat militer (pertahanan) dan ganjar lanjutkan jd youtuber aj 👍🏻✌️🙏🏼 kita butuh anies u/ perubahan yg lbh baik buat anak cucu kita 🔥🔥🔥,sokmi young,,Ganjar,Anies
9502,PRABOWO ALL IN SUDAH SPERTI PRESIDEN ❤❤🎉,Lalu Iwan Paradita,Prabowo,,
9504,bismillah 2024 ganjar pranowo👍,SURA13,,Ganjar,
9506,Waktunya prabowo Maju dedi mulyadi jawa barat Gerindra Mengudara,Riyan pahlevy,Prabowo,,
9507,gagasan pak ganjar loncat loncat dan tidak menjawab apapun,Seishuu Handa,,Ganjar,
9508,Lebih mantap pak anies utk bernarasi & berargumen dengan simple dan mudah dipahami. Semua jitu dgn problem bangsa saat ini.,TOTALITY43,,,Anies
9510,Nice Pak Ganjar,Aryanto BSB,,Ganjar,
9511,Anis mengambang,ferry yudiarto,,,Anies
9512,"Prabowo All Out,gagasan nya mantap.",OERANG PINGGIRAN,Prabowo,,
9514,Insya Anis RB RI1,sis reload,,,Anies
9515,"Wih jos tenan, pak ganjar ini dari gagasan d sertai data dan ada solusi.",buyung entertainment,,Ganjar,
9517,Memang Anies Rasyid Baswedan penjelasan gagasannya lugas & jelas ..mantab,Dedy Setiawan,,,Anies
9521,Masya allah jujur saya sampe merinding pas pa anis bercermin dan berbicara tentang refleksi,Hendar Hendrawarman,,,Anies
9522,"Setelah melihat isi komentar saya 100 % yakin ganjar dan prabowo akan bersatu 

Akan menjadi dua paslon di 2024😂😂",Entrophya,Prabowo,Ganjar,
9523,Ada pertanyan kalaw pak anis jdi persiden. Berani ga yg koropsi hukuman mati  baru rayat baga,Ihak Aden,,,Anies
9525,"ganjar mantap, presiden plus motivator, mario teguh aja kalah nih",Yohanes Cahya,,Ganjar,
9526,"Tiganya SDH denger, dan hasilnya pak Anis is the best, go president",Muhammad Thoha,,,Anies
9527,Dari semuanya hanya pak Ganjar yang memaparkan dengan data dan kejujuran berbuat bukan hanya janji manis tapi pengalaman nyata dari apa yang pernah dilakukan. FIX pilih Ganjar !!!!,Syifa Aisy,,Ganjar,Anies
9528,Bismillah Ganjar Pranowo RI 1❤,Lin Erlin,,Ganjar,
9530,HIDUP ANIES,All in One,,,Anies
9531,"Sehat semua para capres, semua bagus-bagus.
Pak Anies sangat pintar berbicara
Pak Ganjar Cerdas dan berwibawa
Pak Prabowo jujur dan tulus

Maka pilihan saya pak Prabowo Subianto👍💪🇲🇨",Stkayo,Prabowo,Ganjar,Anies
9532,Cuma pas pak anis. Sy ulang kembali tanpa skip. Dan jawaban cerdas. Dan untungnya sudah terbukti di jakarta. Jd bukan omong kosong,Totira TV,,,Anies
9534,"Pak anis presiden, pak Prabowo menteri luar negri dan pak Ganjar menteri pertanian..",Ii Ismail,Prabowo,Ganjar,Anies
9539,"Klo kt melihat memakai kacamata hati yg ingin melihat Indonesia makin baik, pasti milih pak anis",imam ahmad,,,Anies
9540,Serius ini gagasan yg paling nyata anies keren parahhhhh 🔥🔥🔥,Rvl Project,,,Anies
9542,Refleksi Pak Prabowo Menggelegar ... itu 👍,Gede Brawijaya,Prabowo,,
9543,pakkkk aniesss🥹🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤,athirah safitri,,,Anies
9544,Pak Anies luar biasa❤❤❤❤insya allah pak anies calon pemimpin masa depan Indonesia,Adelia septia,,,Anies
9548,Pak Anis terdepan.  Bismillah,Awan Indra Official,,,Anies
9554,Nangis bgt pas Pak Anies ngomongin generasi sandwich,Ayu Nabila Rasmanti,,,Anies
9556,"Pak Prabowo dari dulu masih abu-abu, Aq ngga ngerti tujuan dia mau bawa Indonesia kenarah mana sebab ngga ada konsep. Dari sini aku yakin ke pak Anis, bismilah❤",Deprata ONE,Prabowo,,Anies
9559,Ganjar omongannya jelas dan mudah dipahami. Sementara lainnya masih berusaha menutup lubang masa lalunya. Apalagi ada bacapres yg terus mengulang kebohongan utk memperbaiki citranya..😂😂,Surabaya Malang PP,,Ganjar,
9560,Keren karena pak Anies berani jadi yg pertama bicara...,nasiatul aisyah salim,,,Anies
9561,"Bapak Anis, Bapak Ganjar dan Bapak Prabowo adalah Putra2 terbaik Insonesia. tapi untuk saat ini menurut saya. Prabowo yang paling pantas menjadi Presiden 08 2024. Izin Saya Pilih Prabowo yng Paling Tepat Menjawab Situasi Global Dunia Saat Ini
Yang Pilih Prabowo LIKE",FERNAN CHANNEL,Prabowo,Ganjar,Anies
9562,ALL IN PRABOWO SUBIANTO,Rheza Pradigda,Prabowo,,
9564,"Bapak Prabowo smoga menang yaa, untuk Indonesia lebih maju❤",Aida Dewi,Prabowo,,
9567,Pak Prabowo❤❤❤❤,Niken Mustika,Prabowo,,
9573,Insya allah anies. Amin,Arzhi Qiana faranisa,,,Anies
9575,Anies Baswedan Presiden 2024 ❤❤❤❤❤,Dengerinovel - Dengerin Novel,,,Anies
9578,"pak Ganjar kok agak strange yah tanggapan mengenai kebebasan berekspresi, kaya' ada dingin dingin gimana gitu menanggapinya...",Super Aneka ,,Ganjar,
9579,"Setelah nonton acara ini sya jadi semakin yakin menentukan pilihan kpd pak ganjar pranowo setelah sebelumnya sya masih meragukan. Terimakasih pak ganjar, skrg sya paham. Salam hormat dari sya anak kampung di NTT. Ganjar pranowo presiden ku 2024",Ory Manola,,Ganjar,
9580,"Kesel denger gagasan ganjar di bidang pendidikan, sangat kontradiktif dengan ide gagasan inklusivitas kebijakan yang sebelumnya dia bilang sendiri...",lah piye,,Ganjar,
9582,"Anies ngomongnya muter ""seperti gasing.",Mada Herman,,,Anies
9584,The next presiden 2024 Prabowo Subianto 🎉🎉,Wahyu Emanuel,Prabowo,,
9585,Ganjar Pranowo semakin di depan,RODJA 85,,Ganjar,
9586,Mantap pak prabowo,Dinaudio,Prabowo,,
9587,Ganjar gak layak jadi presiden,SUDIYAH,,Ganjar,
9592,Jelas disini Pak Ganjar yg mempunyai ide dan gagasan yg bagus. Bicara langsung Pada point dan intinya.. Yess Ganjar...,handry lehot,,Ganjar,
9593,Pak perabowo 👍👍👍👍👍,Sutris no,Prabowo,,
9598,Anis baswedan terlalu op,Sry Wayuni,,,Anies
9601,Prabowo …yessss ❤❤❤,montini mawan putra,Prabowo,,
9604,"2024 no banteng
All in Prabowo",Muhammad Fajar,Prabowo,,
9605,anies paling cemerlang dsni,Jangan Salah Mikir,,,Anies
9606,Insyaallah pak Anies Rasyid Baswedan RI 1 🤲🥰,Jamaludin Sibengal,,,Anies
9607,Anis anis anis go,Syarah Nur,,,Anies
9608,"Salut dg kegigihan pak prabowo, beliau pejuang sejati. Usia tdk membuatnya menyerah.. semoga sehat selalu pak aamiin dan semua capres hebat2..",フワフワ,Prabowo,,
9609,"Hebat sekali Pa Ganjar Pranowo , You are deserve become the next Indonesian President salut pak untuk misi dan visi anda, dan hasil kerja anda selama ini.",Yuni Mara,,Ganjar,
9615,"Najwa  nggak ada apa2nya berhadapan dengan ganjar,  langsung kelabakan",Aliong,,Ganjar,
9616,"Programnya apa pak anies?kalimat umum semua, apa yg perlu di perbaiki dan di tingkatkan ambil data dan kondisi di lapangan….!",Ardiyan Dwi Cahyono,,,Anies
9617,Hampir 90% pilih gagasan pak anis. Mudah2an pak anis jd presiden RI selanjutnya dan hanya 1 putaran. Amien..,Ustadz Sunnah,,,Anies
9618,"Hanya gagasan Anies yg paling realistis dan visioner, dua lainnya hanya ikut bayang-bayang figur ri1 saat ini",Aang Dimyati,,,Anies
9621,"Yang lain memang lebih “bijak” dalam menjawab, tapi ada ketulusan dan proses panjang yang hanya di rasakan oleh pak prabowo 😊",FERLYHALIM,Prabowo,,
9622,"Pak Anies presiden auto rakyat indonesia bisa kuliah gratis dari gagasan pemimpin nya, auto S1 seluruh rakyat ❤",rosebp,,,Anies
9628,kerenn pak Prabowo♥️,hooh Tenan,Prabowo,,
9632,"Ganjarrrrr kerennnnnnnnnn... 
Ga ragu nyoblos Ganjar.",Yuventia Prisca,,Ganjar,
9633,keren pak Ganjar,lulu tiger,,Ganjar,
9638,Kok jadi goyang ke anies gw wkwk,dafa Rs,,,Anies
9639,PRABOWO FOR RI 2024,Ayah,Prabowo,,
9640,ganjar keren,Josef Ferdinand Latumeten,,Ganjar,
9642,Mantap pak Prabowo,Sri Murwati,Prabowo,,
9644,Mantap bung @anis teruskan perubahan... Semoga istiqomah ❤❤,Syah Maulana,,,Anies
9645,Pak anies TOP one,Oki Eranda,,,Anies
9647,"ALL IN ANIES RASYID BASWEDAN FOR PRESIDENT RI 2024, KELIATAN JELAS DI VIDEO INI.. HE OWNS THE STAGE 👍🏻🔥",Arief Mindz,,,Anies
9650,"Semoga Pak Prabowo bareng Ahok, cuma Ahok yang bisa bantu angkat bapak, supaya kita ada pilihan buat milih nih pa",MGJ PINGPONG,Prabowo,,
9652,"Ga paham gagasane ganjar... G ada solusi, malah balik tanya dan nglawak... Anies kalo g prabowo aja deh 😇😇",Akbar Triyanto,Prabowo,Ganjar,Anies
9654,Padahal bisa kita lihat sendiri dr ke tiga bacalon yg kita lihat yg lebih rame dan yg paling heboh adl pas pak PRABOWO naik pentas.,Berusaha909,Prabowo,,
9655,"Materi tidak semudah praktek berarti ucapan maniss blm tentu dia bisa menanggapinya sehat"" pak prabowo❤ insyallah the next presiden 2024 dengan ketulusan bapak💪🙏🤲",Hilal Padhlurrohman,Prabowo,,Anies
9656,"Duet Ganjar Prabowo atau Prabowo Ganjar, merakyat, economic as nd education focuses, tegas! Dahsyat!❤ Seandainya terealisasi..",Marcellus Rumagit,Prabowo,Ganjar,
9657,Anis memang smart. Beda jauh dngn kandidat yg lainnya,Abdul Rojak,,,Anies
9658,BISMILLAH SEMOGA PRABOWO PRESIDEN,moels yadhy,Prabowo,,
9659,Luar biasa pak anies...,Sanggar seni bunga ramba kaleleng,,,Anies
9661,"Gagasan pak anis sangat bagus, tp menurut saya yang mampu merealisasikan adalah pak prabowo karena sangat berprinsip dan sangat tegas..",encrot,Prabowo,,Anies
9662,Komplit... untuk pak anis... masuk di Akal.. masuk dihati.... insyaAllah Presiden 2024...,"Ajji Pranadipa Tofani, SH",,,Anies
9663,"wajah kegembiraan mahasiswa dimenangkan oleh bapak prabowo 😢 
pokoknya pak prabowo orang yang paling ihlas kepada rakyat 😭",SLWG channel,Prabowo,,
9664,"PEmaparan pak ganjar kren...mengusai permasalahan dan berbasis data yg ditampilkan secara profesional. Tdk normatif seperti calon yg dapat giliran pertama tampil  dgn pemaparan yg normatif saja, Kita tunggu pemaparan Prabowo,",Syarif Karim,Prabowo,Ganjar,
9665,"Hahaha  halo pak anis bagaimana kabar sumur resapan proyek gagal anda, karna alergi meneruskan progama2 pak jokowi, normalisasi kali2 di jakarta😅😅",Raden Wijaya,,,Anies
9666,Bismillah pak ganjar masya Allah ❤,kipau gaming,,Ganjar,
9667,Dengan tidak mengurangi rasa hormat sy...2x pilpres plh pa PS...tp nanti mungkin pgn memberikn ksmptan kpda pa Anies Baswedan...dgn ilmunya yg mumpuni....sangat layak bnget....,Affan Falah,,,Anies
9669,"Honestly saya merasa terharu dengan acara seperti ini. Dulu pada tahun 2019, saat itu saya sebagai mahasiswa tingkat 3 sedang asyiknya berproses dan mengasah nalar dan hati melihat fenomena sosial yang ada. Realistasnya banyak kepentingan politik elit tanpa diketahui oleh rakyat, termasuk gagasan dan adu mekanik elit politik sangat minim diperlihatkan.  Hal ini berbeda jauh dengan fenomena di lingkungan kampus, rasanya atmosfer politik tingkat jurusan sampai universitas merasa asyik. Adu gagasan yang seperti ini memperlihatkan kerangka berfikir dan mencoba memperlihatkan siapa dengan siapa mereka berkomitmen dalam pemenangan kontestasi. 

Secara tidak sadar, pak anies diuntungkan dalam posisi saat ini mengingat beliau memiliki posisi jelas untuk jadi antitesa pemerintahan masa jokowi sehingga narasi yang disampaikan sangat bebas dan progresif. Sebaliknya Pak Ganjar cukup berat dalam adu gagasan di ruang atmosfer seperti ini karena suka tidak suka beliau harus menjaga martabat pemerintahan sekarang sebagai penerus kader partai yang sama. Kendati demikian, rasanya pak ganjar menikmati atmosfer dan masih bisa menguasai ritme meski dibanding pak Anies masih dibawah nya. Segala bentuk kritik terhadap pemerintah terarah juga untuk pak Ganjar. Terakhir pak Prabowo sebagai bacpres dari kabinet pemerintah saat ini cukup fair dan terlihat tulus dalam narasi dan adu gagasan. Tidak memberikan antitesa berlebihan justru terlihat bahwa dia paling banyak akan meneruskan perjuangan pak jokowi selama dua periode  dengan segala pro kontranya. Padahal bisa saja beliau memberikan antitesa dengan segala bentuk informasi a1 di dalam kabinet. 


Overall semua bacapres menikmati acara ini. 

Tapi suka tidak suka pak anies cukup unggul dalam adu argumen ini. 

Kendati demikian mereka memiliki corak dan kelebihan masing masing. Hahaa

Seobjektif mungkin yaa.",Sahabat Tanimu belajar,Prabowo,Ganjar,Anies
9670,❤❤❤ pak prabowo,Shanum Aishwa Latifah,Prabowo,,
9673,"Kalau soal teori dan gagasan anies juaranya, tapi kalau masalah action dan praktek ganjar juaranya, kalau prabowo lebih cocok jadi calon presiden bukan presiden hehe",HERU FADHLI,Prabowo,Ganjar,Anies
9674,Pak Anies : Pengusaha besar takut mendekati saya karena takut diperiksa pajak nya. Wait kalo pajak nya bener kenapa harus takut?,Pengen Bener,,,Anies
9675,"Anis : ngawang2, bicara langit, narasi omongan gede
Ganjar : teknokrat, real, jelas. Detail
Prabowo : nasionalis, cinta tanah air, hanya penyampaian nya kurang.",Ramlee,Prabowo,Ganjar,Anies
9676,Penjual ayat mayat bicara gk bisa kerja no no no anies,MAS OPE,,,Anies
9677,2024 .. aniss RI 1,Sophian Sahury,,,Anies
9681,Pak Anis sopan bngt,M RIDWAN OFFICIAL,,,Anies
9682,Best pak Prabowo,Green Masker,Prabowo,,
9683,"Ganjar nyocos, aksi nol",Orbit Phone,,Ganjar,
9687,بِسْمِ الله الرَّحْمَنِ الرَّحِيْمِ...Bpk Ganjar Pranowo,Hendik Muji Basuki,,Ganjar,
9688,Masih Anis... sekarang.. tapi kita lihat ke depannya nanti..,akbar,,,Anies
9694,Prabowo kok gak berani menatap diri sendiri di kaca.... Gak fair gak mau ikut aturan simpel...,Bahrudin Zain,Prabowo,,
9695,"Janji di Kase banyak, pada Akhirnya tdk satupun yg laksanakan,   kampanye Prabowo sama persis dgn Jokowi , ujung ujungnya bohong semua",S. Muhsin Alhasni,Prabowo,,
9696,Prabowo adalah payung atau tameng Indonesia dari luar negeri,Muhammad Aniq,Prabowo,,
9697,Anies Baswedan presiden ku,Clarisa_Kenzo,,,Anies
9698,Pak GANJAR tetap terbaik 👍👍👍,Yuni Sri,,Ganjar,
9699,Anies Baswedan RI 1,alfr0sin,,,Anies
9700,"Gua heran 3 capres cuma pk anies yg hadir , tapi di survai selalu urutan buncit , apalagi kalau beliaupun tidak hadir mungkin nomor 3 pun ga dapat 😂😂😂😂",Latifah nurul istiqomah,,,Anies
9701,"Prabowo,engkang seorang patriot,engkau idolakan sampai kpn pun",ABI ALIYA,Prabowo,,
9702,"5 Ganjar
3 Anies
2 Prabowo",shafwan hakim,Prabowo,Ganjar,Anies
9703,"Anis jelas
Prabowo jelas
Ganjar mbulet gak jelas",Famh74,Prabowo,Ganjar,Anies
9705,Ganjar - Prabowo 🇮🇩,dhikapratama58_Channel,Prabowo,Ganjar,
9706,Bismillah anis yuk❤,Wawan Budi haryono,,,Anies
9707,"Merinding sy mendengar kata refleksi, arti hidup dari pa Prabowo . Bismillah jika Allah berkehendak Prabowo presiden ""Amin ya Robbal Alamin ""(salam 1❤ )",Laode Ilham,Prabowo,,
9708,"Kata ganjar kebebasan berbicara 7,5 hey rocky gerung kelompok lu kasusin 😂 baru satu contoh",GARIS TANGAN ID,,Ganjar,
9711,Rasional pak Ganjar,Rosidi FQ,,Ganjar,
9713,"Anies 8
Ganjar 8
Prabowo 6",Muhammad Rodi,Prabowo,Ganjar,Anies
9714,Ganjar for artis not presiden,FIRGIAWAN RANGGA SAPUTRA,,Ganjar,
9715,"Semoga ide dan gagasan yg disampaikan oleh Pak Anies Bisa di realisasikan agar Negara Indonesia dapat mewujudkan negara yg berkeadilan sosial bagi seluruh rakyat indonesia. 
Dan Kebijakan² yg nanti diterapkan betul² menguntungkan rakyat",Kyriz Hadi,,,Anies
9716,"Ganjar dan prabowo keren…. Fakta, data akurat, dan jenius",rezky marimpola,Prabowo,Ganjar,
9717,"nggak perlu kata-kata penting bukti nyata sat set nggak bundet ,PRABOWO",Heri Ewer,Prabowo,,
9718,Prabowo titik merdeka,Tarnado Tarnado,Prabowo,,
9719,Jls bgd di sini pak anies org yg cerdas dan berkelas...utk pilpres thn 2024  pak anies lah pilihanx..,ibrahim onggeng,,,Anies
9721,ganjar ketok grogi.... hihihi,Pacak Ngapak Drone,,Ganjar,
9723,Ya Allah berikanlah kesempatan kepada pak Anis Baswedan untuk Menjadi Presiden Indonesia 2024.. Amin ya rabbal alamin ..,Jawad al faiz,,,Anies
9724,"acara yang sangat bagus, pemilih yang jujur dan benar pasti melihat gagasan yang berbasis bukti prestasi sebelumnya. Jangan mengulang DKI. Itu berarti pilih Ganjar. Acara lanjutan pasti lebih terang benderang.",Yustinus Gunawan,,Ganjar,
9725,"Pak anis keren publik speakingnya, #RI1",RZ Official Channel,,,Anies
