,textOriginal,authorDisplayName,Prabowo,Ganjar,Anies
4647,Semoga Allah beri kesempatan Pak Anies Baswedan untuk bisa membuktikan gagasan-gagasan emasnya utk indonesia kita tercinta.. 👍🏻🔥,Rizki Syabani,,,netral
4648,"jika diperhatikan, hanya anis yang menjawab dengan tenang pertanyaan-pertanyaan tendensius dan sensitif dari mbak NS. 
tanpa menaikan nada bicara atau pun mengeluarkan gestur tubuh untuk menekan kan penjelasan nya",BAKSO TIKUS,,,negatif
4649,"Hayooo, siapa yang bilang pak prabowo dipecat, itu masih terima dana pensiun, tukang fitnahnya malah lengket ke beliau sekarang",Bang Brewok,netral,,
4650,Isi komennya dukung pak anies semua wkwk curiga,Muhammad Fudji Pramudya,,,negatif
4651,Refleksi pak Anies bikin mewek 😢,Siti Nurfianti,,,netral
4652,Pak ganjar is the best gaada obat💫,anak julak,,netral,
4653,Bismillah Bpk Prabowo presiden 🇮🇩 2024 🤲,jumro wandi,netral,,
4654,3.50.00 malah mba nazwa di skakmat ganjar lulusan terbaik malah jadi mc,badru solihin,,netral,
4655,"Pak Prabowo ini cara bicaranya memang khas ""orang tua"" bgt, tp sebetulnya semua yg diomong make sense dan didasarkan pada fakta dan realita. Apalagi Pak Prabowo adalah salah satu menteri di kabinet saat ini, jadi pasti sedikit banyak tau urusan2 internal yg dihadapi negara, kayak problem, medannya seperti apa, dll.",Ajeng Putri Yuwono,netral,,
4656,ALL IN PRABOWO❤❤,Dita Septyudia,netral,,
4657,"Saya melihat pak ganjar bongkar kekuasaan pribadi dia ketika jadi pansus...
Ayo kita cek uu dan pasal2 hasil pansus dan banggar selama jadi DPR RI!!!!!

Karena kita tidak mau terjebak dg pasal baiknya yg dia sebut. Tapi apakah byak pasal yg membawa negara terjun dari rel keadilan.",Andreas Faisal,,netral,
4658,Keren panjenengan Pak Ganjar...,Nur Ardianto,,netral,
4659,Tetep all in prabowo,Rizkiadi saputra,netral,,
4660,anies paling mudah dipahami gagasannya.,jhack id Motovlog,,,netral
4661,"Yang paling nyambung tek-tokan sama Mba Nana ya Pak Anies. Santai, nggak bikin emosi. Terima kasih juga Pak sudah ingat sama kami kaum menengah yang harus jungkir balik untuk hidup lebih nyaman, tapi sulit dapat bantuan, malah apa2 kena pajak besar, padahal kami masih butuh buat anak2 kami ❤😢",Alvia Lasiana,,,positif
4662,Pak Ganjar ❤❤❤,Pitta Uli Situmorang,,netral,
4663,Pa anis baswedan gagah pool❤❤,ekki esteban,,,positif
4664,Mau kumpulin Pendukung pak Anies 👉,AVlog Official,,,netral
4665,Pertanyaan Ganjar berat* krna beban di Belakangnya ada Jokowi. apa yg dia kerjakan klo naik nnti psti semua bayangan Jokowi saja. Anis ini memang arenanya. Klo Prabowo dr dulu gagasannya seperti itu scra politik dia yg paling kuat,Raka Rilwanu,positif,positif,positif
4666,Kereeeennn Pak Ganjar Pranowo 👍👍👍 Sukses terus pak,Sulistio Rini,,positif,
4667,"Gagasan pa anies, sangat bagus  banget, benar-benar mengisi kekosongan dari rezim sekarang, kesannya mengerti banget kebutuhan bangsa dan siap banget tujuan ke depannya. Semakin mantap pilih pa Anies..AMIN 🤲😇",Viewer,,,positif
4668,Masih anis yang bisa saya pahami konsep ide gagasan nya...,KADAKA,,,netral
4669,Prabowo mantap,La ode Rasya,positif,,
4670,"Pak Ganjar Gagasan nya lebih
 1. Ter Ukur
 2. Ter Data

 Pak Ganjar adalah Kader Revolusioner penjelasan nya Akurat. Tepat. Transparan. Dan Tepat Sasaran",Muhammad Ismail,,positif,
4671,Anies satu-satunya bacapres yg berbicara tanpa slide pointer. Kelihatan orisinilnya.,Minyak Bubut,,,positif
4672,"Insyah Allah.. 2024 indonesia dapat pemimpin berkuwalitas..
Sejauh ini pak Anies Rasyid Baswedan terbaik..💜",Fitri Sriani,,,netral
4673,"Seorang Anies Rasyid Baswedan tokoh capres yg wajib di dukung dan diberi kesempatan, utk Indonesia lebih maju dlm segala aspek kehidupan berbangsa dan bernegara.",Kabir Khan,,,positif
4674,"Adu gagasan Anies menang, tp soal eksekusi blm tentu",Danur Ilham Khoiruman,,,netral
4675,Alah anis bisanya ngomong doang🤮  nanti satu indonesia air ujan surung di masukin rumah semua🤣🤣🤣🤭 rumah dp 0 mana woyyy wan abud koplak,Shinta wati,,,netral
4676,"Jgn lp, pak anis itu background pendidikanny kuat sekali. Jd utk urusan menyusun kalimat, berkata², pak anis jagoanny. Ingat jgn gampang terpincut oleh kata², lidah itu tak bertulang. Jgn sampe terulang lg kjadian parah d jakarta. Jgn lp liat track recordny anis ky apa. Klo hanya krn bibir manis kalian kepincut y maaf, brarti kalian amatir 🙏",Adhi Mahendra,,,positif
4677,Ingat ya gaes yg pintar ngomong blm tentu pintar kerjanya. karena kerja itu membuat keputusan di lapangan. Gausah jauh jauh kita kalau kerja pemimpin yang ngide doang tapi gk gerak kan males. Tapi kalau kita gerak dan pemimpin action juga kerjaan bakal dapet goalnya. Kabinet Kerja kerja kerja sudah dilalui oleh Pak jokowi selama ini tinggal keputusan berani dan tegas yg masih kurang. Prabowo mungkin saatnya ini panggungmu untuk menjawab refleksinya 🙏,Herdyanto Yusuf,positif,,
4678,Saya rasa bp anis lebih pantas wibawa ya kuat daripa yng 2 lain ya,Lucky Seok,,,positif
4679,"Jadi pemimpin itu gak hanya pintar berbicara tanpa kerja nyata…saya selalu mengikuti Pak Ganjar selama jd gubernur, beliau selalu turun ke bawah bertemu masyarakat untuk berdialog dan berdiskusi…jd beliau lebih dikenal oleh masyarakat bawah…karena tidak semua pemilih adalah kaum intelektual..kira2 bacapres yg lain bisa gak yaa lgs turun ke bawah untuk berdialog langsung dgn masyarakat..klo bacapres yg satu itu beliau memang backroundnya rektor atau akademisi jd pasti sangat pandai untuk berbicara depan umum apalagi kaum mahasiswa..🤭🤭",Novy Marlinda,,positif,
4680,"katanya prabowo bagus pidato. ngomong kek kumur-kumur, alur logika berantakan.
anis/ganjar cukup layak dipertimbangkan. 🤔",sony boy,netral,netral,netral
4681,Anies hanya jago ngomong,Gabriel H Fuady,,,netral
4682,Pak Anies memang terbaik,Restu Dermawan,,,netral
4683,Ganjar the BEST,Ruddy Handoko,,netral,
4684,Pak Ganjar keren.,The Lemillion,,positif,
4685,Komenannya BOT pendukung anis 🗿,daffa bimo,,,netral
4686,"ANIS LIKE, GANJAR UNLIKE, PRABOWO KOMEN",Reva Noy,netral,netral,netral
4687,Saya tetap ganjar 🎉🎉🎉,Kandrun Gblok,,netral,
4688,Jadi yakin all in buat Pak Ganjar,Iqbal Gibbsrumm,,positif,
4689,"Pak Ganjar hebat, sangat matang dan berpengalaman. Tegas dan ptofesional. Cerdas dan mumpuni.",Green Floreska,,positif,
4690,"Dari awal menjabat gubernur DKI kebius sama pak Anies.

Setiap kali bicara, setiap kali jelasin slalu lugas, ga muter-muter, ga berbelit-belit, detail, mudah dicerna, ga memotong pembicaraan lawan bicaranya, tegas tp ga darah tinggian 😂 keliatan Pak Anies orang yang cerdas, santun dan tuluuss banget.

Dari cara berpakaian, rapih, pantes, bisa menyesuaikan kondisi dan situasi, enak aja gitu dilihatnya, wibawanya keliatan banget 🥰

Good Speaking and Good Looking ❤

Semangat pak, semoga slalu dalam lindungan Allah SWT. InsyaaAllah menang di pilpres 2024 ❤",Desi Pratiwi,,,positif
4691,"Anies masih aja jual kata2 manis, hanya sinonim aja.",Maradona Sonata,,,netral
4692,"Trima kasih mba najwa atas dibuatnya acara ini, kami sekeluarga jadi lebih yakin bahwa HARUS memilih pak Anies Baswedan 🙏",BUKAN BANG JAGO,,,positif
4693,PRABOWO 🔥,Fitrawansyah Jalal,netral,,
4694,"Gagasan2  n jawaban2 yg kongkrit  mudah difahami, jelas. tegas hanya ada di Pak Ganjar Pranowo 
Semua sdh dieksekusi berangkat dari activities  Maha Siswa UGM mjd Politikus, 2 x  terpilih Gubernur,  merakyat, kerpihakan kpd rakyat kecil

MONGGO Berdo'a  & mendukung utk :
# Ganjar President RI 2024 - 2029",sri wulan mawarsih,,positif,
4695,"Pak Anies cerdas berwibawa dan mudah dimengerti bagi kami yang awalnya tidak mengerti apa apa tercerahkan. Semoga pemikiran bapak, ide ide bapak untuk perubahan indonesia dipermudah. AMIN YA ALLAH",Khaerunissa Chandra Junita,,,positif
4696,Aniss 💪🤠🇮🇩,Valencia Airbrush,,,netral
4697,"Sebelumnya saya bingung harus pilih siapa. Berkat acara ini saya punya pilihan yaitu: ANIES BASWEDAN , paket komplit . Intelek dan berwibawa .",Zein_family,,,negatif
4698,"Yg gw takut Ganjar akan menjadi boneka Megatron/Megolodon ky yg onoh👉
Fix lah pilih Anies bukan kaleng²😎",Rafi Sarfaraz,,negatif,negatif
4699,"Indonesia Sudah Saatnya Di Pimpin Orang CERDAS BERWIBAWA Bersahaja Beriman Bertaqwa Sehingga Tercipta Negara Yg Adil dan Makmur Sejahtera Sesuai dgn Amanat UUD 45, Amin.
Anis Muhaimin.",Saleh Adry,,,netral
4700,Anies yes...,Faisal Takko,,,netral
4701,Bismillah pak ridwan kamil akan jd presiden 2024 bukan pak ganjar atau pak prabowo yg jd presiden dan wakil pak presiden Ridwan Kamil nanti pak prabowo,Elang 30,negatif,negatif,
4702,"Klihatan slh stu capres brmuka dua, duduk di sna bhas gagasan bukan nunjukin siapa saya dgn membanggakn diri(hasil krja anda mnjukan dg jls scra fakta), bnyk ank muda indonesia yg cerdas n pintar ttpi anda meragukanya n tdk mbri ksmptan mlainkn prcya TKA(kn stiap pkrjaan ada pltihannya n gk lngsung bisa), gnrasi muda saat ini sngt lkt dg prlatan ini/HP(pranmu dlm mbatasi ank2 yg kcnduan maen game blm kpikiran slma jd pmimpin(di sna sngt mngganggu pnrus gmnrsi brikutnya), apa pntingnya msyarakat kecil trhdap partai politik yg hnya anda btuhkan ktika pemilihan dan stlh itu menghilang jika trpilih seolah2 membantu dg kaos bsrta smbako lalu di foto/video  dan di ulang di medsos seolah2 jadi HERO,

 pda saat covid-19 tdk brani memutuskan sndri kbijakan untuk gmna solusi bgi msyarakat yg anda pimpin mkin susah(di stu sngat klhtan pmimpin yg brani mngambil kputusan buat warganya agar selamat dri klaparan dan virus corona.

Trmks Bpk ANIS yg brni ambil langkah dluan drpda pmrintah pusat yg awalnya anggap spele shingga jd bhan candaan awl covid-19 dan DKI sngat sigap mengmbil kputusan.

Bpk Anis pmimpin trbaik 2024 jadi presiden RI amiiiin

👇👆 komntar murni dri rkyat, bukan buzzRp",abdul rahman,,,positif
4703,Ganjar bicaranya ngalor ngidul tanpa arah. Pertanyaan yg disampaikan oleh audiens tdk terjawab secara substantif...,Soepridjady Soedjono,,netral,
4704,"Merinding sekaligus terharu mendengar narasi2 pak Anies dan pak Prabowo. Big respect!! Panjang umur dan sehat selalu untuk pak Anies dan pak Prabowo, semoga Allah selalu melindungi keduanya. Aaminn.",Anggi Lee,positif,,positif
4705,"ganjarrrrr???😢
silahkan nilai sendiri lah, apa lg wktu ditanya apa respon dia soal pdip yg sering di bully.. bukti dr penolakan masyrakat?jwbnyk wuuuidihh malah cerita dirinya sndiri,ngrti sih mksdnya tp kn hihihihi😅",Bintara Ray,,netral,
4706,"BERBAHAYA PERNYATAAN SI ANIS INI, SOAL TEMAN2NYA DIPERIKSA PAJAKNYA
https://youtu.be/C2aZPjVdqyA?t=2781

INI HARUS DIDALAMI",Op Warnet,,,netral
4707,ganjar banyak narasi isinya kosong,Radiv Oui,,negatif,
4708,Pilih mas anis,Ekohariyanto Riyan,,,netral
4709,Cita2 luarbiasa dan tulus.indonesia bermartabat tidak diperbudak asing.prabowo.,akun gmail,netral,,
4710,"Anies banyak retorika, Prabowo terlalu keras dan gak merakyat, nana ajah pun diam dibuat nya yang sudah punya nama, ganjar Merakyat. Simple dan cerdas",David Siagian,positif,positif,positif
4711,PAK ANIS JAYA JAYA JAYA!!!!!!,clara its queen,,,netral
4712,"Terimakasih pak ganjar . . Inovasi N solusi nya real tanpa retorika . Coalnya orang lapangan pasti tau aslinya gmna, mantap Pak Ganjar 👍👍👍👋👋👋",hnz cell,,positif,
4713,Anis presiden 2024 no debat,Rima Hidayati,,,netral
4714,Anies udah paling top.,Dwi Utomo,,,positif
4715,"Keliatan banget ganjar yang paling ga layak disini, konyolnya banyak pendukungnya malah bilang ganjar paling bagus disini


Pada kebalik apa yaa logikanya

Ada yang nyerang prabowo gabisa ngomong, anis cuma bisa ngomong

Lah ganjar jelas disini teori 0 gagasan 0 kerjaan 0

Selamat tertapar realita, goodbye banteng 2024",MIKIR,positif,positif,positif
4716,Keren mas Anies 😊,Afhero Tanjung Partners,,,netral
4717,Inget jangan jadikan orang tua sebagai beban tapi jadikanla orangtua sebagai sumur pahala. Anis2023,jahanam asiyap,,,netral
4718,"Mantap Pak Nana,,
Jadi Kelihatan Siapa Yang Layak,,

Pak Anis Jauh Lebih Punya Kualitas Dan Integritas.",PD Official,,,netral
4719,"Ganjar ,,sok asik gaya bicara mu,,,,",FARID ROMI,,negatif,
4720,Tetap anis,BARU  CHANNEL,,,netral
4721,"Pak Anies lebih cocok utk memimpin bangsa ini , cerdas lahir batin",Indra khaidir,,,positif
4722,Hanya pak prabowo yg bener” tulus untuk negara❤,Aldi Patma,positif,,
4723,Beda kelas..udah keliatan bngt kelasnya..pak anies rasyid baswedan presiden,afdal family,,,netral
4724,"Bpk Prabowo, Bissmillah 2024 tetap Bpk yg ikhlas n tulus utk Negeri ini 😢",Mela Paslentia,positif,,
4725,Ganjar Pranowo 👍,Irfan Ndawan,,netral,
4726,"menurut saya : 

pak anies baswedan :
jago diplomasi , ide , sangat baik komunikasi beliau 
kekurangan : project pak anies rumah dp 0% ,project ok oce ,jaklingko hampir semua nya kurang berhasil dan tidak tepat sasaran 

pak ganjar pranowo
saya blm melihat prestasi apa pun di jawa tengah,terlihat anti kritik 

pak prabowo subianto
beliau sosok tangguh dan ikhlas untuk negeri , cukup pengalaman mengabdi pada negeri , 
kekurangan : 
komunikasi cukup , ide cukup baik

yg dibutuhkan negeri ini pendidikan dan riset untuk jadi negara maju , hilangkan korupsi , pembangunan infrastruktur & ekonomi",Renold Zuardi,positif,positif,positif
4727,Bismillah anis rasyid baswedan,Hendri Prayoga,,,netral
4728,"Harus di record ni pak Anis ,soalnua nanti di akhir ngk sesuai apa yg diomonginn dengan faktanya😊",andika sianturi,,,netral
4729,"Dari 41rb komentar, kurang lebih 60% condong ke Anies. Karena gagasan dan memang beliau unggul jika bernarasi.
Menarik, ada yg saling beradu argumen tentang keunggulan capresnya.
Entah itu buzzer, atau fanatik.
Bukan indonesia kalau tidak saling serang di sosmed. 
Thx gaes :)",Vincenzo Cassano,,,positif
4730,Terharu ketika Pak Prabowo menyampaikan keinginannya 😢,Imron Abdullah,netral,,
4731,Masya allah pak anies 🤲🏻,ismi anggraeni,,,netral
4732,"kalo saya jadi anak pak ganjar bakalan sedih dibilang buah sialan, didepan banyak orang, mungkin maksudnya bercanda, tapi sebagai anak ada keinginan untuk dibanggakan oleh orang tua, terlihat wajah anaknya pak ganjar terdiam, untung nya mba najwa pintar untuk mengalihkan pembicaraan",Restu Gumilar,,positif,
4733,kenapa yang komen banyak tentang anis sama prabowo ya? padahal menurut saya ganjar lebih realistis dalam padangannya beliau dan bahkan beliau terbukti selama kepimpinan beliau.,Rankya,positif,positif,positif
4734,"Untuk pencalonan sekarang ..mungkin pak anis yg layak di pilih,... no setingan... dan berusaha di bungkam oleh rezim yg serakah mementingkan diri, partai dan konglomerat...",Asep Haerul,,,negatif
4735,"Yg komen yg muja anis keliatan bego apa yg sudah bs di banggakan dri 5 thun jdi gubenur  gk ada bego""",TERA 27,,,negatif
4736,Pandai bicara belum tentu punya cita2 membesarkan bangsa....hidup pak Prabowo..cita2mu smoga di kabulkan Allah..mnjadi presiden RI..pemimpin bangsa yg besar ini.,Rahmadanta Sitepu,netral,,
4737,Anies for RI 1,Amanda Ridhoi,,,netral
4738,"pas pa prabowo bilang tunggu, tunggu. gw jadi inget petrik jir wkwkw",Mch4lim,netral,,
4739,Pak prabowo bismilah RI 2024❤,Rosyid Dkkm,netral,,
4740,Kaya guru SMA .as ganjar ngomongnya....jauh kelas ama anis,pnb farm house,,negatif,negatif
4741,"Gw gatau apa gimana ni gw bukan pendukung ganjar,anies atau prabowo tapi mba nana mohon maaf pertannyaan anda hanya ofensif kepada 2 bacapres ya itu ganjar dan prabowo ?
Apakah anda seperti itu karna ada kedekatan genetik dengan anies baswedan sebagai pribumi campuran arabindo ?
Saya tidak melihat fair ini sebagai adu gagasan,tapi hanya menyerang kepada 2 bacapres dan anda hanya memberikan pertanyaan aman pada anies, kalo memang mau sama mengapa anda tidak bertanya soal keanehan pembuatan toilet sekoldah di dki ? Dan alat tulis kantor ?",saya seorang pelaut,negatif,negatif,negatif
4742,"PRABOWO PRESIDENKU
AAAAAAAMIIINNNN ......
SEMOGA SEHAT SELALU DAN PANJANG UMUR BAPAAAKKK....",Yazid Karimi,netral,,
4743,Lebih puas dengar penjelasan capres Anies Baswedan dan rasional tidak mengambang dilangit-langit.,Jon Wik,,,positif
4744,"Siapa yang anda jagokan buat calon president, ganjar, prabowo atau anies.",Kenlap Cabiak Channel,netral,netral,netral
4745,Dari sini aku yg dulu selalu golvot dalam memilih perisiden setelah melihat gagasan anis Baswedan semakin yakin hanya anis yg MAMPU mengunjutkan keadilan.di Indonesia,Din Ketum1424,,,positif
4746,ALL IN PRABOWO. INDONESIA 1 PUTARAN❤,Don'tLookBack,netral,,
4747,Milih yg pasti2 aja pa ganjar. Pengalamannya sudah matang.,risna lijaman,,netral,
4748,Mantap pak anisss,Ainz Own Goal,,,netral
4749,asiikkk dapat makan siang kalau Pak Prabowo jadi presiden,Raudlatul Jannah,netral,,
4750,"SAYA NGANTUK DENGAR PA PRABOWO BICARA😴😴😴😴 APALAGI KETIKA BELIAU BILANG, ZULKIFLI HASAN BAGI BAGI UANG , BELIAU BERANGGAPAN ITU DERMAWAN😂😂😂",panorama jakarta69,netral,,
4751,"Kliatan ya yg komment ni cmn liat gagasan anis doang, coba liat prabowo gagasan tegas lugas jelas sampe merinding aku nonton gagasan prabowo sosok pemimpin yg akan membuat bngsa lebih baik makmur dan maju lalu  kata2 probowo yg ku msih d terngiang menit 6.24.05 bikin terharu. good presiden 2024-2029 amin ya rabb❤❤",Rara Ervina,positif,,positif
4752,"Gila ya? Ga salah alamat tuh ""teror pertanyaan"" Nana saat membahas ttg undang undang ITE dan kebebasan berpendapat? Bukannya ketakutan pemilih justru masih begitu kuat dengan penculikan aktifis? 3 kali loh pemilu selalu prabowo diserang isu HAM!!! Koq malah sesi GP yang durasinya lebih banyak ditanyakan Nana tentang kebebasan berpendapat ini?
Malah pertanyaan dan pameo yang ada di masyarakat bertahun tahun belum dijawab soal kenapa Prabowo belum punya istri juga, urus rumtang aja gagal gimana ngurus negara,... koq itu ga diselesaikan dan ditanyakan di publik? Sedang di masyarakat sendiri ga bisa dibohongi begitu dasyat terjadi perdebatan kuat ttg ajaran islam yang paling benar dimana Baginda Rasulullah Nabi Besar Muhammad harus jadi patron kelompok islam garis keras. Nabi Muhammad menikah di usia 27 tahun dengan 4 istri (bahkan lebih). Adalah sunnah buat lelaki untuk menikah supaya menghindari fitnah. Dan Prabowo punya semua syarat menikah. Kaya, mampu, single, dewasa, dan tidak gila. Koq itu ga ditanyakan ke Prabowo? Sedang Prabowo sudah bbrapa kali berkoalisi dengan kelompok partai islam.",Arya Abraham,positif,positif,
4753,"Ganjar sepertinya lebih cocok jadi comedian
Gk cocok jadi president
Semangat pak 😂😂😂",Iruel Brayen,,positif,
4754,"Pak Anies melebihi ekspektasi saya!! Ya Allah Sungguh beruntung kalau indonesia dipimpin pemimpin cerdas, adil, amanah, adem seperti beliau ❤",ONLY ME,,,positif
4755,"Nyari2 pak Anis di UGM, akhirnya nyari mbak Nana...

Mbak Nana hebat.

Terimaksih mbak Nana.

Calon Mentri beeikutnya",Penghobi,,,positif
4756,Ter the best pk Anies 👍,Jura Idah,,,netral
4757,"Bisa menilai dari gagasan ini
Ayo bangsa Indonesia bangkit..
Pilih pemimpin yang memiliki gagasan bagus dan sesuai dengan kebutuhan negara Indonesia.
Anis Baswedan ❤",Syukron D,,,netral
4758,"Dulu saya anggap Anis hanya bisa retorika..tata kata...jago bicara saja...

Tapi setelah saya lihat dan dengar acara ini..ternyata anggapan saya selama ini terhadap Anis ternyata BENAR ...😂😂😂",ferrul box,,,netral
4759,Bebas kalian mau milih apa tapi yang jelas saya dan keluarga saya dipastikan memilih Pak Anies Baswedan ❤,Muhammad Wahib Rizki,,,positif
4760,"Pertanyaan Nana lebih lembut dan sederhana pada Anies ketimbang 2 calon lainnya.
Jadi wajar kalau Anies nampak lebih siap ketimbang 2 lainnya.
Padahal ke 3nya sama2 zonk.., alias omong kosong saja.
Yang sudah terbukti cuma Jokowi.
Jadi mending nunggu aeahan Jokowi.
Karena saya yakin, Jokowi yang lebih tau niat semua capres.",INDRA JON,,,positif
4761,"Mau ngomong apapun, ANIES dah gagal di jkt, gagal jadi Mentri
pak Anies pinter teori doang..
setidaknya dengan acara ini, saya mantap untuk tidak pilih Anies, tinggal Prabowo dan Ganjar yg mungkin saya Pilih.",Jos Man,positif,positif,positif
4762,"Dari 3 pemaparan capres 3 org ini anies mnjwab smua dgn tenang seakan lepas dan cerdas dalam mnjwab pertnyaan mba nana, dosen dan mahasiswa, pak ganjar msh berhati-hati dalam mnyampaikan gagasan karena ""terbelengu"" Dgn partai dan pemerintah 
Pak prabowo masih menggebu-gebu dalam presentasi karna darah nya mengalir indonesia bget,mungkin karena didikan militer  tpi jawaban² dri hasil pertanyaan sprti krg jelas dan masuk akal, 
Tqpi mudah² an nanti smua di imbangi dgn cawapres nya agar sepemikiran dgn capresnya
Asal jgn kata pandji 
Koalisi maju jilid 2 tapi yg ada orgnya cuma presiden sma opung..",ghaza Andra,positif,positif,positif
4763,Tombol dukung Anis Baswedan 👍,Ommar Official,,,netral
4764,Menurut saya dari semua kandidat Pak ganjar masih blum bisa memimpin 275jt rakyat indonesia .. next mungkin bisa .. masih banyak proses yg harus dijalani dan pengalaman yg mumpuni,chanel sehat,,positif,
4765,Semoga pak Anies menang,Alif Al-akbar,,,netral
4766,"sebenarnya kasihan sama pendukungnya Anies , digadang jadi bacapres yang paling bukan boneka ternyata boneka juga . Katanya mampu menentukan bacawapres sendiri nyatanya ngga mampu berbuat apapun . Sudah bawa nama ibu , nama ulama untuk AHY jadi cawapresnya , pada akhirnya ngga mampu berbuat apapun . Jadi buat saya apa yang dia sampaikan soal kejujuran dan keadilan cuma omong kosong .",Kurniawan123,,,positif
4767,Cocok jadi motivator pak ganjar mah,ALrumi212,,netral,
4768,Prabowo Subianto wibawanya Indonesia,Arafadt Yas,netral,,
4769,"Dr sy kecil thn 2009 saya selalu memilih presiden yg berpotensi/min mgkn bs dibanggakan
Tapi utk kali ini saya lbh memilih golput.
Yang pasti si bkn AB omdo gak capek apa diberi harapan",Zulkifli Zhang,,,positif
4770,Pak Anies Baswedan...Smoga Allah mudahkan & ridhoi menjadi pemimpin negeri ini...Aamiin 3x Yaa Allah Yaa Robbal Alamiin🤲,Synta Kusumawati,,,netral
4771,anying isine anis kabeh,Yunidar Ajeng Pratiwi,,,netral
4772,"Paling kongkrit ya Pak Ganjar, kalo yg lain jawaban klise aja",The Amrulloh,,negatif,
4773,Anies bcr pendidikan dimulai dari gizi anak sudah dilakukan dr jaman nya ahok pemberian KJP untuk pembelian keperluan pendidikan dgn subsidi makanan sehat telor daging dan susu serta pembangunan kesehatan besar besaran puskemas .Now di copas  buat teori capres .,ACOO'EY BLEENDER27,,,positif
4774,"Pak prabowo menjawab pertanyaan gak nyambung, cuma besar di tekanan suara doang. Sangat sangat memalukan",Edi Saputra,netral,,
4775,"Refleksi nya pak Prabowo merinding,,, bismillah pak Prabowo presiden selanjutnya",Surya Iswahyudi,negatif,,
4776,Maaf kalo kalo salah 🙏 kok saya melihat gaya pemaparan pak ganjar gak jauh beda ya sama gaya pak Jokowi? Ketika sedang berbicara di depan audiens?,Arby Anom,,negatif,
4777,Anis RI 1,Haldynovi Prasetyo,,,netral
4778,Bismillah..doa terbaik untuk Pak Anies presiden kita💪🏻,Hamda Frandha Channel,,,netral
4779,"Salut dengan cita2 beliau, Salut dengan perjuangan beliau.. dicaci maki dihina direndahkan tp semangat beliau tak pernah surut tak pernah luntur di sisa hidupnya hanya untuk mengabdi dan terbukti ditangan beliau sebagai Menhan Pertahanan kita semakin kuat dan modern.. #prabowopresiden2024",raga yuda,positif,,
4780,"Saya bukan penggemar pak anies, tapi dari sini saya benar bisa melihat bahwa gagasan pak anieslah yg terbaik dan yg paling mudah dimengerti oleh semua kalangan, semangat untuk membuat perubahan pak anies, aku mendukungmu.",Adistha Chanell,,,netral
4781,"All in 1000% prabowo seluruh indonesia..
2024 presiden ku prabowo",borneo kaltara,netral,,
4782,ANIES BASWEDAN 🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨,M Agung Irawan,,,netral
4783,Semoa Allah SWT melimpahkan kesehatan dan kesejahteraan juga  ketaqwaan kepada Mr. Anis Baswedan.....  Bakal calon presiden Republik Indonesia.,JoEleine,,,netral
4784,Anis pinter ngomong .kerja ga becus😂😂,Dwi arianto,,,netral
4785,Jiwa optimis nya Prabowo keren bgt dah sampe gw merinding,titifuanny,positif,,
4786,All IN PRABOWO GUAAA,Kelvin Susanto,netral,,
4787,"Insya Allah pilih pa anis lgi, smoga jdi RI 1 yg amanah amiin ...",riul ardiyansah,,,netral
4788,"Terlihat pk prabowo lebih alami dan tulus dengan gagasan beliau untuk rakyat

Insya Allah beliau presiden",Boedak Dusun,positif,,
4789,Siap2 yg mengungkapkan pilihan nya untuk anis di kolom komentar ini. Maka buzer 1 akun seribu sudah siap menghujat anda waspada waspadalah,Haris Munandar,,,negatif
4790,Gilaaa prabowoo kerenn,Moggy the dog,netral,,
4791,demi MERAH PUTIH yang BERMARTABAT saya pilih PRABOWO 🇮🇩,Jumping to The Sky,netral,,
4792,"Marhaen Jaya, Ganjar 4 Presiden!!!!!
Rumah Jokowi 4G",ViraNagari Nusantara,,netral,
4793,"Ewako pak prabowo..calon pemimpin indonesia yg kuat,tegas jg di segani di berbagai negara.",Lukman Nur Hakim,positif,,
4794,"Saya menyimak dri sekian banyak komentar kurang lebih 85 ℅  memilih bapak Anis, dan saya mulai heran dengan hasil survei yang beredar di media dan berita tanah air yang menempatkan bapak Anis di posisi paling bawah. 

Ada yang sependapat ?",BOSS WILYAM,,,positif
4795,"Pak Anies Ahli dalam memaparkan gagasan

Pak Ganjar memiliki rekam jejak dan pengalaman kerja yg baik

Pak Prabowo tulus bekerja untuk negeri, dan berintegritas",Neickolaus,positif,positif,positif
4796,100% yakin bismillah pilihan saya jatuhkan kepada pak ganjar pranowo ❤ 2024 presiden INDONESIA  Aamiin ya Allah swt,Bhakti Mulia,,positif,
4797,"Siapa yg mau jd PNS Tanya Pak Ganjar, sedikit aj yg angkat tangan, nah sementara gaji guru mau 30juta janji nya 😂 GURU itu kan PNS, otomatis kalau gaji guru 30 juta, Dinas2 Yg Lain Apa Ga Cemburu? Realistis??? Tidak.",Yoggy Ramadhanil,,netral,
4798,Anies Baswedan yg terbaik 2024,Bambang Priyambodo,,,netral
4799,"Satu satunya Bacapres yg tidak perlu power poin dalam menyampaikan gagasan, Anis Baswedan",Filantopi An nika,,,netral
4800,"Gagasan pak prabowo bagus, hanya cara penyampaianya dia kurang. Pak anis bagus cara penyampaianya karna masih muda dari pak prabowo.. dan pak ganjar juga hebat .. tapi hati tidak bisa di bohongi dengan memilih golput 😁😁",Anggi Agasi4,positif,positif,positif
