,Unnamed: 0,textOriginal,authorDisplayName,Prabowo,Ganjar,Anies,preprocessed,Prabowo2
3692,7045,minimal nyambung pak prabowo,mang yayat,Prabowo,,,minimal sambung prabowo,1
3693,7046,Merinding denger semangat pak prabowo ❤,deni Isme,Prabowo,,,merinding dengar semangat prabowo,1
3694,7048,Pak Prabowo 🖤🖤🖤🖤🖤,Skypiea ,Prabowo,,,prabowo hati hitam hati hitam hati hitam hati hitam hati hitam,0
3695,7052,Anis baswedan❤,Ahmed Mizaky,,,Anies,anies anies,0
3696,7056,Prabowo is the best,Tiang Dekat,Prabowo,,,prabowo is the best,1
3697,7057,"Ganjar hebat ya punya data punya power point, biasanya yg mengandalkan data tidak punya point. Hadirkan hati mas masa didaulat sama partai rezim yg gk punya hati Lo, atau emang sefrekuensi ya?😊",Moo Bee,,Ganjar,,ganjar hebat ya data power point andal data point hadir hati mas daulat partai rezim hati lo frekuensi ya wajah senyum dengan mata bahagia,0
3698,7058,"Jujur Refleksi pak Anis Baswedan bikin saya nangis, kena banget ke hati. Semoga siapapun yang menang adalah perpanjangan tangan Allah untuk menjadikan Negara yang adil, makmur dan sejahtera.",siti nursiah,,,Anies,jujur refleksi anies anies bikin menang kena banget hati moga menang panjang tangan allah jadi negara adil makmur sejahtera,0
3699,7059,Cukup AHY jadi korban terakhir *KATA KATA MANIES*,MAU TAU AJA,,,Anies,ahy korban manies,0
3700,7062,Anies  presidenku..,Abdurrohman Hamba,,,Anies,anies presiden,0
3701,7063,"Anis yg kita miliki hanya nama baik,jaga itu👍",taufiknoor hidayat,,,Anies,anies milik nama jaga jempol ke atas,0
3702,7065,Anies ❤,Ahmad Humaidi,,,Anies,anies,0
3703,7067,"dari 3bacapres,bs disimpulkan pola pikir,sikap/kepribadian,rekam jejak,kecerdasan,kejujuran,keberanian,jiwa patriot,keilmuan,ahlaq,religius,cakap,trampil,penuh gagasan,inovasi,solusi,faham teritorial,sejarah bangsa,disiplin berfikir dan ilmu,integritas,sabar,tegas,penyayang,emosi stabil,komunikatif,hanya ada di H.ANIES ROSYID BASWEDAN,S.E.,M.P.P.,Ph.D.",Ahmad Nando,,,Anies,bacapres simpul pola pikir sikapkepribadian rekam jejak cerdas jujur berani jiwa patriot ilmu ahlaq religius cakap trampil penuh gagas inovasi solusi faham teritorial sejarah bangsa disiplin pikir ilmu integritas sabar sayang emosi stabil komunikatif hanies rosyid anies sie samapp phdi,0
3704,7068,"Dari 3 bacawapres,hanya pak Prabowo yang bisa bikin saya nangis karena refleksi nya tentang bangsa",Muhammad Dimas Syaifudin,Prabowo,,,bacawapres prabowo bikin menang refleksi nya bangsa,1
3705,7069,"Dari semuanya si menurut ku anies yg bagus , tp gak tau deh nanti nya gimana",Ryanti Gusti AyuP,,,Anies,sih ku anies bagus tau deh nya,0
3706,7070,Semakin yakin utk memilih Ganjar 🙏🏼💪🏽🥳,Simon Runtu,,Ganjar,,pilih ganjar lipat tangan warna kulit cerahsedang lengan otot warna kulit sedang wajah pesta,0
3707,7072,"menata negara harus punya konsep, dgn pamapaaran Pak Ganjar dengan mempersiapan Konsep sangat luar biasa, tidak hanya asal bicara. Keren Pak @GanjarPranowo",Junkies 2xk,,Ganjar,,tata negara konsep pamapaaran ganjar siap konsep bicara keren ganjarpranowo,0
3708,7073,"Pak Anis dan Pak Ganjar Menteri, Pak Prabowo Presiden ke-8 RI",AFA,Prabowo,Ganjar,Anies,anies ganjar menteri prabowo presiden ke ri,1
3709,7076,jujur seneng liyat reflksi anis dan prabowo lebih mengena ke hati..........,scotmus chanel,Prabowo,,Anies,jujur senang lihat reflksi anies prabowo kena hati,1
3710,7077,All in prabowo😊,Fery Febrian,Prabowo,,,al prabowo wajah senyum dengan mata bahagia,1
3711,7079,Haruskah pak anis yang selalu duluan,bob mi,,,Anies,harus anies duluan,0
3712,7080,Prabowo Subianto. Its time.,rhandy ara,Prabowo,,,prabowo prabowo its time,1
3713,7081,ALL IN ANIES DI 2024 ❤,ichuw,,,Anies,al anies,0
3714,7084,PRABOWO 1,Krisna Sanjaya official,Prabowo,,,prabowo,1
3715,7089,Kalau bicara soal gagasan pasti Anies Baswedan lah pemecah rekornya(penyair yg pandai menghayal kerja NOL). Tapi kalau soal mampu bekerja Ganjar lah orangnya,Bunda Ais,,Ganjar,Anies,bicara gagas anies anies pecah rekor sair pandai menghayal kerja nol ganjar orang,0
3716,7091,ganjar sangat tidak santai menghadapi mata najwa. banyak emosi.,Aznan Arrazi,,Ganjar,,ganjar santai hadap mata najwa emosi,0
3717,7092,Anis mah udah jago janji janji manis kaya dki apa buktinya perubahan total yg bagus di acak acak nama jaln di rubah nama rumah sakit di rubah lulusan SD ajah bisa,Tris Yanto,,,Anies,anies mah jago janji janji manis kayak dki bukti ubah total bagus acak acak nama jaln rubah nama rumah sakit rubah lulus sd,0
3718,7094,"Udah anis juara.. 
jngan bodoh wahai masarakt..",Candra Ristian,,,Anies,anies juara bodoh masarakt,0
3719,7096,PRABOWO !!!,Esa Law's,Prabowo,,,prabowo,1
3720,7099,Inget ya jangan terbuai dengan omongan manis para capres. Pejabat bisa jadi karena omongannya manissssssssssssssss,Omoroi Gaming,,,Anies,ya buai omong manis capres jabat omong manis,0
3721,7100,"Keliatan kan yang paling pinter dan tulus siapa? Anies. Orang pinter & tulus  pasti milihnya yg pinter & tulus juga. Kalo orang pinter milihnya selain Anies, itu karena dia pinter & ada kepentingan 😂",Elita Hanggiri,,,Anies,pintar tulus anies orang pintar tulus milihnya pintar tulus kalo orang pintar milihnya anies pintar penting wajah gembira urai air mata,0
3722,7101,"Dari debat pilgub jakarta,sampai bebat bacapres,terbukti,gagasan anies yg terbaik, itu menunjukan anies memang pintar bicara😂",Indra Syahbana,,,Anies,debat pilgub jakarta bebat bacapres bukti gagas anies baik tunjuk anies pintar bicara wajah gembira urai air mata,0
3723,7104,"Tonton sampai habis.
Terlepas dari rasa fanatik.
Saya yg buta politik, jika di lihat dari ""bacotnya"" 3 capres di atas.

Anis kayaknya sangat bagus untuk menjadi menteri.

Begitupun dengan partai merah, juga cocok jadi menteri.

Partai kuning kayaknya dia punya data lengkap apa yg butuhkan negara, korupsi, ekonomi, kebudayaan, olahraga, kesehatan, pendidikan, hilirisasi, militer.

Tapi takutnya itu cuma sekedar data dan bacot besar.",BABEH FISHING,,,Anies,tonton habis lepas fanatik buta politik lihat bacot capres anies kayak bagus menteri partai merah cocok menteri partai kuning kayak data lengkap butuh negara korupsi ekonomi budaya olahraga sehat didik hilir militer takut dar data bacot,0
3724,7105,Saya betawi turunan Arab berpendidikan jelas pilih Ganjar. Beliau kelihatan paling siap jadi presiden. Bismillah GANJAR,MOLASE,,Ganjar,,betawi turun arab didik pilih ganjar beliau presiden bismillah ganjar,0
3725,7106,"Wkwkw maaf banget pak Anies, jangan souzon dulu. Kebetulan saya kerja di kantor konsultan pajak. HAMPIR SEMUA KLIEN Badan Usaha memang diperiksa pajak. Orang pajak emang lagi gencar-gencarnya pemeriksaan Pak. Ngakak banget dikiranya mau intimidasi 😂",Endah Suci,,,Anies,wkwkw maaf banget anies souzon kerja kantor konsultan pajak klien badan usaha periksa pajak orang pajak gencargencarnya periksa akak banget kira intimidasi wajah gembira urai air mata,0
3726,7109,Pak anis semoga SHT dimudahkan segala urusan sukses selalu...Amiiin🤲semoga 2024 presiden..Amiiin🤲,Tyas_april april,,,Anies,anies moga sht mudah urus sukses amin tangan angkat dan rapat sama moga presiden amin tangan angkat dan rapat sama,0
3727,7112,3:42:15 kalo mau nyari blundernya Ganjar cuakzz,muhamad alviansyah,,Ganjar,,kalo cari blundernya ganjar cuakz,0
3728,7116,Males liat ganjar dn prabowo..g nyambong...ap yg d tya kmn2 jwbnya..,Lamhot M,Prabowo,Ganjar,,malas lihat ganjar prabowo nyambong tya kmn jwbnya,1
3729,7121,Mantabb pk Anies,may,,,Anies,mantab pakai anies,0
3730,7122,"sebagai kagama saya malu punya ketua ganjar pranowo yg 90% retorika dan dramatis, cuma 10% mutu gagasannya. plis ganti dia...",Faukhan Muhammad,,Ganjar,,kagama malu ketua ganjar ganjar retorika dramatis mutu gagas plis ganti,0
3731,7123,Dari pemaparan gagasan dan lainnya... saya berpendapat mengambil kesimpulan bahwa hanya GANJAR PRANOWO yang bisa serta mampu memimpin Indonesia lebih baik dan Maju serta mampu mengelola Negara... semua kriteria memenuhi syarat......♥♥♥♥♥♥♥♥,Abd. Aroz Zai,,Ganjar,,papar gagas dapat ambil simpul ganjar ganjar pimpin indonesia maju kelola negara kriteria penuh syarat,0
3732,7124,"setelah nyimak acara spill gagasan dan cara refleksi diri dari masing2 bacapres, Pak Ganjar is the best, nothing compare to him...bravo Pak Ganjar, proud of you...makmur dan jaya Indonesia...👍❤",IW Karta Wijaya,,Ganjar,,simak acara spil gagas refleksi bacapres ganjar is the best nothing compare him bravo ganjar proud of you makmur jaya indonesia jempol ke atas,0
3733,7128,"Menurut saya Anis baswedan yang layak memimpin negri ini, dari paparan 3 capres hanya anis yang paham  Tentang masalah negri ini...",Aishwa Almahyra,,,Anies,anies anies layak pimpin negeri papar capres anies paham negeri,0
3734,7132,"Setelah menyaksikan semuanya.. fix, valid.. ANIES BASWEDAN",manda,,,Anies,saksi fix valid anies anies,0
3735,7134,prabowo jawab nya menggebu-gebu tapi gak sesuai pertanyaan.,ㅤ ㅤㅤㅤwan,Prabowo,,,prabowo nya menggebugebu sesuai,1
3736,7137,Anies is the best..👍👍👍,hasdar land,,,Anies,anies is the best jempol ke atas jempol ke atas jempol ke atas,0
3737,7141,Anis jago ngomong doang 😂,Daryes Kuswara,,,Anies,anies jago omong doang wajah gembira urai air mata,0
3738,7143,Anies Presiden 2024. Aamiin Yaa Robbal Alamiin ❤,Brahim Wiriandi,,,Anies,anies presiden amin ya robbal alamiin,0
3739,7146,"Dari 3 cawapres   semua  baik ,.....tetapi untuk presiden 2024 ....dari hasil analisa sy ...Anies jauh lebih siap  utk menuju keadilan  seluruh rakyat  ..",Wirda Hs,,,Anies,cawapres presiden hasil analisa anies adil rakyat,0
3740,7147,Mimik muka pak Ganjar mengintimidasi gitu ya...untuk Mba Nana yg jd MC nya...klo yg lain bakalan ciut nyalinya mau nanya....ngeri banget calon presiden model begitu...,Asna Asna,,Ganjar,,mimik muka ganjar intimidasi ya mbak nana mc nya kalo ciut nyali ngeri banget calon presiden model,0
3741,7157,"Dari yg saya lihat knp pdip mencalon kan ganjar, karna ganjar hampir bertolak belakang dgn presiden kita skng yg dari pdip juga (soal kharisma) ganjar selalu menggunakan intonasi/nada tinggi untuk menunjukan bahwa dia ""LAKI"", soal kharisma memang berbeda..Apakah ""isinya"" juga sama/berbeda sprti presiden kita skng ? Kalian bisa pikirkan sendiri,atau liat sendiri rekam jejak nya",Riandy Fajriyannor,,Ganjar,,lihat pdip calon ganjar ganjar tolak presiden skng pdip kharisma ganjar intonasinada tunjuk laki kharisma beda isi samaberbeda presiden skng pikir lihat rekam jejak nya,0
3742,7159,Ganjar terlalu emosi🤦,Arsuma 45,,Ganjar,,ganjar emosi orang tepuk jidat,0
3743,7160,"Gunakan akal sehat karena dengan akal sehat indonesia pasti selamat.. 

Indonesia butuh pemimpin yang jujur, bersih, pintar dan tegas.. 
Bukan hanya pintar mengolah kata-kata tetapi hasilnya 0%

Lihat lah Fakta, data, realita dan rekam jejak yang telah dilakukan oleh para cawapres di masa lalu.. 

Jadilah pemilih yang cerdas.. 

Ganjar Pranowo Terbaik..",Andik,,Ganjar,,akal sehat akal sehat indonesia selamat indonesia butuh pimpin jujur bersih pintar pintar olah katakata hasil lihat fakta data realita rekam jejak cawapres pilih cerdas ganjar ganjar baik,0
3744,7162,Prabowo dan ganjar sama bagusnya..bagian putra terbaik NKRI 👍🏻👍🏻 kalau yg satunya weleeehh weleehh 👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻,Kandar,Prabowo,Ganjar,,prabowo ganjar bagus putra baik nkri jempol ke atas warna kulit cerah jempol ke atas warna kulit cerah satu weleeh weleeh jempol ke bawah warna kulit cerah jempol ke bawah warna kulit cerah jempol ke bawah warna kulit cerah jempol ke bawah warna kulit cerah jempol ke bawah warna kulit cerah jempol ke bawah warna kulit cerah jempol ke bawah warna kulit cerah jempol ke bawah warna kulit cerah,0
3745,7163,InsyaAllah Ganjar presiden 2024🙏,Nathan SandiZ,,Ganjar,,insyaallah ganjar presiden lipat tangan,0
3746,7164,Mngenai jln tol...bolehkah rakyt punya mempunyai hak disitu? kata Anis...loohhh..yg punya tanah dibyr ganti rugi tnhnya bung Anis...jng kliatan oooon deh 😂,Irum,,,Anies,mngenai jalan tol rakyt hak situ anies loh tanah dibyr ganti rugi tnhnya anies oon deh wajah gembira urai air mata,0
3747,7165,Ini lapak youtube mbk nana artinnya yg komen di sini bukan kelompok tertentu tpi semua org bisa komen di sini .. sy baca dr atas sampe bawah hampir semua yg komen pilih pak Anis krn kualitasnya tpi knp di semua survey pak Anis paling rendah ?? Knp ya 😎,RDtoys,,,Anies,lapak youtube mbak nana artinnya komen kelompok orang komen baca komen pilih anies kualitas survey anies rendah ya wajah kacamata hitam,0
3748,7166,Dari ke3 bacapres..statement akhir paling suka dri pak prabowo,win86,Prabowo,,,ke bacapres statement suka prabowo,1
3749,7167,"Saya orang jateng , dan saya pilih anies 😊",Muhammad Azrul,,,Anies,orang jateng pilih anies wajah senyum dengan mata bahagia,0
3750,7169,Bismillah Mas Anies,Khaerul Oemam,,,Anies,bismillah mas anies,0
3751,7171,prabowo i love you,Muhamad Ozi,Prabowo,,,prabowo i love you,1
3752,7172,Barakallah fiik mas anis semoga Alloh mudahkan dan lancarkan menuju presiden. Aamin,sabit kids kartun anak-anak,,,Anies,barakallah fiik mas anies moga allah mudah lancar presiden amin,0
3753,7173,"setiap orang berhak memilih dan InsyaAllah punya pilihan sendiri, tapi izinkan saya memilih pak Anies untuk negeri ini, InsyaAllah 🤗❤️",Habibah Juniarti Iskandar,,,Anies,orang hak pilih insyaallah pilih izin pilih anies negeri insyaallah wajah peluk hati merah,1
3754,7174,Bapa anis di jkt sudah mengerjakan apa saja ? Saya bukan org jakarta. Jdi saya gatau apa hasil kerja anis yg nyata yg bsa dirasakan masyarakat. Yg tau kasih tau dong..,Mara Sahendra,,,Anies,bapa anies jakarta orang jakarta tau hasil kerja anies nyata rasa masyarakat tau kasih tau,0
3755,7175,"Pak prabowo tidak bnyak akting, tetap seperti biasanya apa adanya .. ngomong apa adanya",Cusssyuh,Prabowo,,,prabowo akting omong,1
3756,7176,"Terima kasih Mata Najwa membuat acara ini, sehingga makin mengenal para capres kita. Setelah menonton yang paling clear gagasannya, kuat idealismenya, Anies sih. Kedua tapi agak jauh, Ganjar, cuma terpeleset dikit saat membully orang miskin. Ketiga Prabowo...",Putri Muslimah,Prabowo,Ganjar,Anies,terima kasih mata najwa acara kenal capres tonton clear gagas kuat idealisme anies sih ganjar peleset dikit membully orang miskin tiga prabowo,1
3757,7178,tetep prabowo 🎉,jun14,Prabowo,,,prabowo party popper,1
3758,7180,Ganjar memang lebih baik dari kedua calon yg lain.,AGUSTINUS S,,Ganjar,,ganjar calon,0
3759,7181,"banyak yang komen , anis banyak omong, anis bicara doang,, lah memang di undang berbicara gagasan, di undang buat ngomong., anis dari dulu kerja, apalagi di pendidikan, beliau penggagas Indonesia mengajar.. pak anis ini cerdas dan hebat, hanya saja tidak diberi ruang .. Pilih beliau jadi presiden kasih dia kesempatan..!!!",andi muliono,,,Anies,komen anies omong anies bicara doang undang bicara gagas undang omong anies kerja didik beliau gagas indonesia ajar anies cerdas hebat ruang pilih beliau presiden kasih sempat,0
3760,7182,"Pa Anis kayanya akan lmembawa  perubahan besar Indonesia dubia akan taktjub ke Indonesia, beliau akan diterima dan didukung rakyat.",Hilma Amanatus,,,Anies,anies kaya lmembawa ubah indonesia dubia taktjub indonesia beliau terima dukung rakyat,0
3761,7183,"Anies Baswedan kualitas nya diatas rata-rata dibanding ganjar dan prabowo, rekam jajak jelas, prestasi nyata, dan gagasan kuat, narasinya santun",khoirul rachman,Prabowo,Ganjar,Anies,anies anies kualitas nya atas ratarata banding ganjar prabowo rekam jajak prestasi nyata gagas kuat narasi santun,1
3762,7186,"pak ganjar baru gini aja udah serem ya, tanggapannya mencerminkan anti kritik gitu",Aan Riana,,Ganjar,,ganjar seram ya tanggap cermin anti kritik,0
3763,7188,"Pak Ganjar Komunikasi bukan dengan ide atau gagasan , terkesan Panik , Monoton , dan Offensive",Aldi Frans Tandinata,,Ganjar,,ganjar komunikasi ide gagas kes panik monoton offensive,0
3764,7190,A+++  ANIES Rivalitas Untuk Negara Maju Lainnya & Inn Syaa Allah Indonesia Akan Lebih Adil serta sejahtera untuk semua. JUSTICE FOR ALL 🇲🇨🇲🇨🇲🇨,Idris Manoppo,,,Anies,a anies rivalitas negara maju allah indonesia adil sejahtera justice for al bendera monako bendera monako bendera monako,0
3765,7192,"Dari komentarnya disini banyak yg dukung pak Anies, di sosmed yg lain juga sama, tiba2 pas perhitungan suara, pak Ganjar yg unggul 😅 sangat membagongkan",Slamet Abtohi,,Ganjar,Anies,komentar dukung anies sosmed pas hitung suara ganjar unggul wajah senyum lebar dan keringat bagong,0
3766,7194,mau anis atau ganjar oke aja gass.,Syaif Al Khalim,,Ganjar,Anies,anies ganjar oke gas,0
3767,7195,Inget ya guys Anies kalo ngomong pinterrrr bangettt😂,Ray Guardchia,,,Anies,ya guys anies kalo omong pintar banget wajah gembira urai air mata,0
3768,7197,1:30 anies kayaknya gak paham konsep tentang generasi sandwich,Adinata,,,Anies,anies kayak paham konsep generasi sandwich,0
3769,7199,Pokok nya 2024 Kita sama2 pilih Amin (Anis-Muhaimin),al ishlah,,,Anies,pokok nya pilih amin aniesmuhaimin,0
3770,7202,Insyaa Allah Pak Anies for the next president,abu zaki sasminto,,,Anies,insya allah anies for the next president,0
3771,7204,Ganjar ngalor ngidul. Muter2 tidak to the point. Tuan retorika,ANB,,Ganjar,,ganjar ngalor ngidul muter the point tuan retorika,0
3772,7205,"Ganjar gagasannya old school bngt, Indonesia butuh pemimpin yang fresh cara berpikirnya.",Fhea Rizky,,Ganjar,,ganjar gagas old school banget indonesia butuh pimpin fresh pikir,0
3773,7206,Pak prabowo ❤❤❤,Rumah Kreatif Disket,Prabowo,,,prabowo,1
3774,7207,"Semuanya pintar berbicara tapi tdk sebijak pak anies, semoga bapak terpilih menjadi presiden Indonesia.",joeey hsn,,,Anies,pintar bicara bijak anies moga pilih presiden indonesia,0
3775,7208,Presiden Pak Prabowo dan Wakilnya Pak Anies 👍👍👍,Kevin K,Prabowo,,Anies,presiden prabowo wakil anies jempol ke atas jempol ke atas jempol ke atas,1
3776,7209,Pak Prabowo ❤,Lulu,Prabowo,,,prabowo,1
3777,7212,"Pilih capres yang tidak takut miskin  , bp Ganjar Pranowo pilihan ku cerdas ,,",Yaman Yaman,,Ganjar,,pilih capres takut miskin bp ganjar ganjar pilih ku cerdas,0
3778,7213,"Bravo presiden RI yg ke 8 semoga Allah menjadikan Anes Baswedan  pemimpin RI da mengangkat harkat dn martabat rakyat di mata dunia dn menyetarakan kehidupan rakyat serta menyediakan lowongan pekerjaan,terimakasih bravo....",Ahmad Yani,,,Anies,bravo presiden ri moga allah jadi anes anies pimpin ri dah angkat harkat martabat rakyat mata dunia tara hidup rakyat sedia lowong kerja terimakasih bravo,0
3779,7216,luar biasa pak anis sangat cerdas,Yasir Galaxy,,,Anies,anies cerdas,0
3780,7218,Kenapaa kok sayaaa sukaa banget sama Pak Ganjarrrr …. Love at First Sight ciiaaaaa,Junnika Budi,,Ganjar,,suka banget ganjar love at first sight ciia,0
3781,7224,semoga anis RI1,Azhari ys,,,Anies,moga anies ri,0
3782,7225,Jujur saya bingung pilih yg mana ingin presiden kita kuat seperti prabowo & cerdas seperti pa anis.,erwin senu,Prabowo,,Anies,jujur bingung pilih presiden kuat prabowo cerdas anies,1
3783,7227,"Saya menginginkan perubahan terhadap pemerintahan saat ini karena sudah gagal melindungi rakyat, gagal mencerdaskan rakyat, gagal mensejahterakan rakyat. Oleh karena itu saya memilih capres yang memiliki visi perubahan. Probowo dan Ganjar jelas-jelas akan melanjutkan visi pemerintahan saat ini. Hanya Anies dan Muhaimin yang memiliki visi perubahan. Oleh karena itu saya pilih Anies dan Cak Imin. Insya allah presiden dan wakil presiden RI 2024-2029 adalah Anies Baswedan dan Muhaimin Iskandar..",Agus Rohjat,,Ganjar,Anies,ubah perintah gagal lindung rakyat gagal cerdas rakyat gagal sejahtera rakyat pilih capres milik visi ubah probowo ganjar jelasjelas lanjut visi perintah anies muhaimin milik visi ubah pilih anies cak imin insya allah presiden wakil presiden ri anies anies muhaimin iskandar,0
3784,7231,Saya Orang Jakarta Pilih Anies Baswedan Pastinya....Sudah merasakan kepemimpinannya.,Tiga Jenggot,,,Anies,orang jakarta pilih anies anies pasti rasa pimpin,0
3785,7233,Hanya anies yg bicara tanpa baca naskah atau power point di  layar fixx ANIES MVP🏆,IKRAM OFFICIAL,,,Anies,anies bicara baca naskah power point layar fix anies mvp piala,0
3786,7234,Anies presiden 2024 inshaAllah,AbangLemon🍋,,,Anies,anies presiden inshaallah,0
3787,7236,"Bener tuh kata pak Anis. Saya dari keluarga menengah,dan susah dapet beasiswa Krn orang tua yang berpenghasilan UMP",Anisa ika pratiwi,,,Anies,tuh anies keluarga tengah susah beasiswa orang tua hasil ump,0
3788,7237,Bismillah.. pak Anies Baswedan presiden amanah 2024..aamiin ya Allah... Toloong ya Allah.. Kami pengen presiden yang pinteeerrr amanah dan mencintai kamii rakyatnya😢,Nuraviea Putri,,,Anies,bismillah anies anies presiden amanah amin ya allah toloong ya allah pengin presiden pinteer amanah cinta rakyat wajah menang,0
3789,7239,Gestur dan pemikiran Ganjar sangat merendahkan MC dan Jurnalis!!,Meika Arista,,Ganjar,,gestur pikir ganjar rendah mc jurnalis,0
3790,7240,Pak Anis aku pada mu pak,Muhammad Hanafi,,,Anies,anies mu,0
3791,7241,Insyaallah pak Anis Baswedan presiden RI,Romi Putra,,,Anies,insyaallah anies anies presiden ri,0
3792,7242,"Wkwkk.. Anis bener bener ahli berbicara.. Cocoknya jadi pengamat, jadi guru/dosen..",Farel Napitupulu,,,Anies,wkwk anies ahli bicara cocok amat gurudosen,0
3793,7244,"3:46:48 jawabannya lebih bijak lebih tertata,lebih terlihat tenang,humblle pak Anis.",Chita03,,,Anies,jawab bijak tata tenang humblle anies,0
3794,7246,"Pak Anis, DAPODIK itu bukan dana bantuan pendidikan tapi Data Pokok Pendidikan 😷",Agustinus A Degei,,,Anies,anies dapodik dana bantu didik data pokok didik wajah masker,0
3795,7248,Prabowo lah gas,Aditya Firman,Prabowo,,,prabowo gas,1
3796,7249,"Y Alloh kami perlu kun fayakun Mu
Seandainya  pak anies baik untuk negara ini buat semua rakyat sejahtera 
Maka jadikan lah pak anies presiden kami",Fian Tika,,,Anies,ya allah kun fayakun mu anda anies negara rakyat sejahtera jadi anies presiden,0
3797,7251,"Manis"" ya ngomong nya. Ga takut kencing manis apa.",Denni Rommadhon,,,Anies,manis ya omong nya takut kencing manis,1
3798,7253,Pak Anies Tetap yg terbaik,Hfz15,,,Anies,anies baik,0
3799,7255,Pak anis goo allah selalu ngasih yg terbaik,Enya Rohani,,,Anies,anies go allah asih baik,0
3800,7256,"Bismillahirrahmanirrahim, Pak Prabowo saya mendukung anda untuk jadi Presiden ❤",Chepi Eka Apridiansyah,Prabowo,,,bismillahirrahmanirrahim prabowo dukung presiden,1
3801,7257,Pak anies 100,riski dika,,,Anies,anies,0
3802,7261,Rekam jejak pak anies fakta dan nyata...contohnya membngun stadion jis tanpa merugikan warga ny yg di relokasilan....malah beliau mendirikn bngunn bgi warga...msih banyak lagi fakta dan nyata nya..gx kayak si sontoloyo...jago ingkar janji...katnya membuat sertifikat buat penduduk rempang tapi nyata dan fakta nya mlh di gusur secara paksa,Muhamad Rizal,,,Anies,rekam jejak anies fakta nyata contoh membngun stadion jis rugi warga nya relokasilan beliau mendirikn bangun warga fakta nyata nya kayak sih sontoloyo jago ingkar janji katnya sertifikat duduk rempang nyata fakta nya gusur paksa,0
3803,7262,Pak Prabowo paling asik 😂😂,Arfian Agustian,Prabowo,,,prabowo asik wajah gembira urai air mata wajah gembira urai air mata,1
3804,7263,"Gua kesini gara gara gp bilang mba Nana MC , pas kemari Anjrit 6 jam durasinya wkwkwk. Ntar aja pas lagi santai nontonnya 😂😂😂",Rizkylando 26,,Ganjar,,gua kesini gara gara ganjar bilang mbak nana mc pas kemari anjrit jam durasi wkwkwk entar pas santai nontonnya wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,0
3805,7265,"Kaget pas lihat di koran Pak Prabowo tampil di UGM adu gagasan. Perasaan kemarin yang rame BEM UI mau ngundang bacapres. Eh ini nongol di UGM. Ga banyak bunyi, tau2 jadi. Yah bagus sih kacang ga lupa kulitnya. Alumni UGM mayoritas ya tampilnya di UGM dulu lah. Muehehehe",XME,Prabowo,,,kaget pas lihat koran prabowo tampil ugm adu gagas asa kemarin rame bem ui ngundang bacapres eh nongol ugm bunyi tautau ya bagus sih kacang lupa kulit alumni ugm mayoritas ya tampil ugm muehehehe,0
3806,7266,Bismillah pak anies,itsfikoo,,,Anies,bismillah anies,0
3807,7267,Mahasiswa 100% Anis Baswedan,Moh Bukhari,,,Anies,mahasiswa anies anies,0
3808,7269,Pak Anies solusi untuk Indonesia.,Apriwanto Tinto Cahaya Linggo,,,Anies,anies solusi indonesia,0
3809,7271,Sya tambah yakin untuk memilih Anies Baswedan menjadi presiden RI,Muhammad Fitrah,,,Anies,pilih anies anies presiden ri,0
3810,7272,Pak Anis Baswedan..❤,Arik Rio,,,Anies,anies anies,0
3811,7273,Mas Ganjar Kayak Presentasi di Waktu Kuliah 😅,abd. qodir Jailani,,Ganjar,,mas ganjar kayak presentasi kuliah wajah senyum lebar dan keringat,0
3812,7274,"Klo boleh jujur dari ketiga capres ini yang paling bersinar adalah Anies, TAPIII......entah bagaimana koalisi Anies cuma dapat sedikit partainya, apakah itu artinya mayoritas poli Tikus di senayan gak suka sama Anies?",A.S N,,,Anies,kalo jujur tiga capres sinar anies koalisi anies partai mayoritas pol tikus senayan suka anies,0
3813,7276,"Masya Allah pak Anies, gagasan nya luar biasa, pemaparan nya jelas dan mudah di mengerti, Insha Allah pak Anies Presiden RI 2024 Aamiin",lilaa_notkullbet 🎸,,,Anies,masya allah anies gagas nya papar nya mudah erti insha allah anies presiden ri amin,0
3814,7280,"Pak Prabowo berdiri aja udah tidak kuat , lebih baik istirahat pak demi bangsa negara, lebih baik serahkan kepada yang lebih muda ,",Jamhur,Prabowo,,,prabowo diri kuat istirahat bangsa negara serah muda,1
3815,7281,"Ganjar paparannya kurang mengena, seperti dosen yg kurang pengalaman dan membosankan",Haryadi,,Ganjar,,ganjar papar kena dosen alam bosan,0
3816,7283,"dari acara ini z udh kelihatan mana yg unggul .. dari kolm komentar pak anis paling banyak yg suka, coba tukang surpi suruh liat mna yg unggul",Komar Rudin,,,Anies,acara unggul kolm komentar anies suka coba tukang surpi suruh lihat unggul,0
3817,7285,ANIS RB OKE,Didik Tri Wahyudi,,,Anies,anies ribu oke,0
3818,7293,Pak anis pak anis sadar diri donk mimpin jakarta saja gak becus....amburadul dll apalagi mimpin negara sebesar indonesia😂😂😂,Agus Fauzan,,,Anies,anies anies sadar mimpin jakarta becus amburadul mimpin negara indonesia wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,0
